R,Zinv,Z,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top,,,,,,,,,,
705.6840000000,145.7360000000,354.0000000000,726.6330000000,0.6000000000,0.2900000000,8.2420400000,0.0034923800,0.0034638900,0.0004247800,0.0003971570,795.5630000000,787.4810000000,323.6250000000,315.6760000000,,,,,,,,,,
707.4910000000,146.6390000000,353.0000000000,728.6530000000,0.6016680000,0.2770000000,8.1994900000,0.0034925500,0.0034647000,0.0004047630,0.0003771670,794.2800000000,786.3400000000,319.2370000000,311.3350000000,,,,,,,,,,
709.2930000000,147.5430000000,352.0000000000,730.6700000000,0.6033340000,0.2630000000,8.1569400000,0.0034931100,0.0034651100,0.0003847460,0.0003571770,793.0840000000,785.1130000000,314.8740000000,306.9690000000,,,,,,,,,,
711.0970000000,148.4530000000,352.0000000000,732.6900000000,0.6050020000,0.2490000000,8.1142400000,0.0034935200,0.0034657100,0.0003645460,0.0003370050,791.8430000000,783.9150000000,310.4620000000,302.5760000000,,,,,,,,,,
712.8960000000,149.3650000000,351.0000000000,734.7070000000,0.6066670000,0.2360000000,8.0715400000,0.0034937500,0.0034665000,0.0003443460,0.0003168340,790.5600000000,782.7590000000,306.0370000000,298.1950000000,,,,,,,,,,
714.6960000000,150.2820000000,350.0000000000,736.7270000000,0.6083350000,0.2220000000,8.0287000000,0.0034945300,0.0034667700,0.0003239630,0.0002964800,789.3890000000,781.4770000000,301.6090000000,293.7390000000,,,,,,,,,,
716.4910000000,151.2020000000,349.0000000000,738.7440000000,0.6100000000,0.2080000000,7.9858500000,0.0034952200,0.0034671500,0.0003035810,0.0002761260,788.1960000000,780.2170000000,297.1750000000,289.2900000000,,,,,,,,,,
718.2870000000,152.1260000000,348.0000000000,740.7640000000,0.6116680000,0.1930000000,7.9428700000,0.0034956300,0.0034678400,0.0002830120,0.0002555850,786.9310000000,779.0140000000,292.6820000000,284.8210000000,,,,,,,,,,
720.0780000000,153.0530000000,347.0000000000,742.7810000000,0.6133340000,0.1790000000,7.8998800000,0.0034962400,0.0034683300,0.0002624430,0.0002350450,785.7090000000,777.7670000000,288.2010000000,280.3390000000,,,,,,,,,,
721.8700000000,153.9860000000,346.0000000000,744.8010000000,0.6150020000,0.1650000000,7.8567500000,0.0034966500,0.0034690600,0.0002416860,0.0002143170,784.4310000000,776.5630000000,283.6660000000,275.8320000000,,,,,,,,,,
723.6570000000,154.9200000000,345.0000000000,746.8180000000,0.6166670000,0.1500000000,7.8136200000,0.0034968700,0.0034699900,0.0002209290,0.0001935900,783.1100000000,775.4000000000,279.1190000000,271.3380000000,,,,,,,,,,
725.4450000000,155.8600000000,344.0000000000,748.8380000000,0.6183350000,0.1350000000,7.7703600000,0.0034974800,0.0034705800,0.0001999830,0.0001726770,781.8620000000,774.1510000000,274.5550000000,266.7810000000,,,,,,,,,,
727.2280000000,156.8020000000,343.0000000000,750.8550000000,0.6200000000,0.1200000000,7.7271000000,0.0034982800,0.0034709800,0.0001790390,0.0001517650,780.6570000000,772.8590000000,270.0050000000,262.2110000000,,,,,,,,,,
729.0120000000,157.7500000000,342.0000000000,752.8750000000,0.6216680000,0.1050000000,7.6837000000,0.0034988900,0.0034716100,0.0001579060,0.0001306630,779.3980000000,771.6050000000,265.4010000000,257.6140000000,,,,,,,,,,
730.7920000000,158.7000000000,341.0000000000,754.8910000000,0.6233340000,0.0900000000,7.6403100000,0.0034994100,0.0034723300,0.0001367730,0.0001095610,778.1180000000,770.3730000000,260.7900000000,253.0240000000,,,,,,,,,,
732.5710000000,159.6550000000,340.0000000000,756.9110000000,0.6250020000,0.0746000000,7.5967900000,0.0034999500,0.0034730700,0.0001154480,0.0000882690,776.8320000000,769.1320000000,256.1390000000,248.3940000000,,,,,,,,,,
734.3460000000,160.6130000000,339.0000000000,758.9280000000,0.6266670000,0.0591000000,7.5532700000,0.0035005900,0.0034737300,0.0000941236,0.0000669773,775.5650000000,767.8720000000,251.4940000000,243.7570000000,,,,,,,,,,
736.1220000000,161.5760000000,338.0000000000,760.9480000000,0.6283350000,0.0435000000,7.5096100000,0.0035014900,0.0034741500,0.0000726066,0.0000454924,774.3470000000,766.5500000000,246.8250000000,239.0630000000,,,,,,,,,,
737.8930000000,162.5410000000,337.0000000000,762.9650000000,0.6300000000,0.0277000000,7.4659700000,0.0035021100,0.0034748700,0.0000510896,0.0000240071,773.0630000000,765.2910000000,242.1370000000,234.3890000000,,,,,,,,,,
739.6640000000,163.5120000000,336.0000000000,764.9850000000,0.6316690000,0.0117000000,7.4221900000,0.0035025800,0.0034757900,0.0000293760,0.0000023272,771.7360000000,764.0630000000,237.3960000000,229.6840000000,,,,,,,,,,
741.4310000000,164.4850000000,336.0000000000,767.0020000000,0.6333340000,-0.0043500000,7.3784200000,0.0035033600,0.0034764000,0.0000076625,-0.0000193524,770.4750000000,762.7680000000,232.6750000000,224.9600000000,,,,,,,,,,
743.1980000000,165.4640000000,335.0000000000,769.0220000000,0.6350020000,-0.0206000000,7.3345200000,0.0035041900,0.0034770200,-0.0000142475,-0.0000412292,769.2120000000,761.4610000000,227.9140000000,220.1920000000,,,,,,,,,,
744.9600000000,166.4450000000,334.0000000000,771.0390000000,0.6366670000,-0.0370000000,7.2906300000,0.0035048200,0.0034778300,-0.0000361578,-0.0000631065,767.9050000000,760.1970000000,223.1400000000,215.4380000000,,,,,,,,,,
746.7220000000,167.4320000000,333.0000000000,773.0590000000,0.6383350000,-0.0536000000,7.2466000000,0.0035052900,0.0034788500,-0.0000582684,-0.0000851817,766.5520000000,758.9660000000,218.3120000000,210.6530000000,,,,,,,,,,
748.4800000000,168.4210000000,332.0000000000,775.0760000000,0.6400000000,-0.0702000000,7.2026000000,0.0035059600,0.0034796800,-0.0000803790,-0.0001072570,765.2410000000,757.6930000000,213.4960000000,205.8570000000,,,,,,,,,,
750.2380000000,169.4160000000,331.0000000000,777.0960000000,0.6416690000,-0.0871000000,7.1584600000,0.0035068600,0.0034803300,-0.0001026890,-0.0001295310,763.9670000000,756.3670000000,208.6520000000,201.0040000000,,,,,,,,,,
751.9910000000,170.4130000000,330.0000000000,779.1130000000,0.6433340000,-0.1040000000,7.1143500000,0.0035076600,0.0034810800,-0.0001249990,-0.0001518050,762.6720000000,755.0640000000,203.8020000000,196.1580000000,,,,,,,,,,
753.7450000000,171.4160000000,329.0000000000,781.1330000000,0.6450020000,-0.1210000000,7.0701000000,0.0035081900,0.0034821500,-0.0001475100,-0.0001742790,761.3040000000,753.8180000000,198.8890000000,191.2890000000,,,,,,,,,,
755.4930000000,172.4220000000,328.0000000000,783.1490000000,0.6466670000,-0.1390000000,7.0258800000,0.0035088200,0.0034831300,-0.0001700220,-0.0001967540,759.9600000000,752.5490000000,193.9830000000,186.4140000000,,,,,,,,,,
757.2420000000,173.4330000000,327.0000000000,785.1700000000,0.6483350000,-0.1560000000,6.9815200000,0.0035097900,0.0034838200,-0.0001927360,-0.0002194290,758.6750000000,751.2070000000,189.0550000000,181.4760000000,,,,,,,,,,
758.9850000000,174.4460000000,326.0000000000,787.1860000000,0.6500000000,-0.1740000000,6.9372000000,0.0035104800,0.0034847900,-0.0002154490,-0.0002421040,757.3290000000,749.9250000000,184.1090000000,176.5570000000,,,,,,,,,,
760.7290000000,175.4650000000,325.0000000000,789.2060000000,0.6516690000,-0.1910000000,6.8927500000,0.0035114900,0.0034855000,-0.0002383660,-0.0002649830,756.0400000000,748.5730000000,179.1390000000,171.5750000000,,,,,,,,,,
762.4680000000,176.4870000000,324.0000000000,791.2230000000,0.6533340000,-0.2090000000,6.8483200000,0.0035124600,0.0034862500,-0.0002612840,-0.0002878630,754.7420000000,747.2300000000,174.1660000000,166.5960000000,,,,,,,,,,
764.2080000000,177.5150000000,322.0000000000,793.2430000000,0.6550020000,-0.2270000000,6.8037700000,0.0035128200,0.0034876700,-0.0002844080,-0.0003109470,753.2960000000,746.0200000000,169.1070000000,161.6170000000,,,,,,,,,,
765.9410000000,178.5450000000,321.0000000000,795.2600000000,0.6566670000,-0.2460000000,6.7592500000,0.0035136000,0.0034886700,-0.0003075330,-0.0003340300,751.9430000000,744.7170000000,164.0760000000,156.6090000000,,,,,,,,,,
767.6760000000,179.5810000000,320.0000000000,797.2800000000,0.6583350000,-0.2640000000,6.7146000000,0.0035146200,0.0034894900,-0.0003308620,-0.0003573180,750.6290000000,743.3620000000,159.0160000000,151.5450000000,,,,,,,,,,
769.4040000000,180.6190000000,319.0000000000,799.2970000000,0.6600000000,-0.2830000000,6.6700000000,0.0035152400,0.0034907100,-0.0003541910,-0.0003806060,749.2270000000,742.0950000000,153.9300000000,146.5070000000,,,,,,,,,,
771.1340000000,181.6630000000,318.0000000000,801.3170000000,0.6616690000,-0.3010000000,6.6252700000,0.0035162000,0.0034916500,-0.0003777280,-0.0004040980,747.8860000000,740.7520000000,148.8200000000,141.4060000000,,,,,,,,,,
772.8570000000,182.7100000000,317.0000000000,803.3340000000,0.6633340000,-0.3200000000,6.5805800000,0.0035172800,0.0034924800,-0.0004012640,-0.0004275920,746.5710000000,739.3840000000,143.7190000000,136.2970000000,,,,,,,,,,
774.5820000000,183.7630000000,316.0000000000,805.3540000000,0.6650020000,-0.3390000000,6.5357700000,0.0035180100,0.0034937000,-0.0004250070,-0.0004512910,745.1670000000,738.0910000000,138.5490000000,131.1690000000,,,,,,,,,,
776.3000000000,184.8180000000,315.0000000000,807.3700000000,0.6666670000,-0.3590000000,6.4910000000,0.0035190300,0.0034946500,-0.0004487510,-0.0004749900,743.8250000000,736.7370000000,133.3970000000,126.0230000000,,,,,,,,,,
778.0190000000,185.8800000000,314.0000000000,809.3910000000,0.6683350000,-0.3780000000,6.4461200000,0.0035200500,0.0034956500,-0.0004727030,-0.0004988990,742.4700000000,735.3810000000,128.2000000000,120.8350000000,,,,,,,,,,
779.7320000000,186.9440000000,313.0000000000,811.4070000000,0.6700000000,-0.3970000000,6.4012700000,0.0035208900,0.0034968400,-0.0004966570,-0.0005228070,741.0750000000,734.0660000000,122.9910000000,115.6580000000,,,,,,,,,,
781.4460000000,188.0140000000,312.0000000000,813.4280000000,0.6716690000,-0.4170000000,6.3563200000,0.0035218800,0.0034979400,-0.0005208210,-0.0005469250,739.7010000000,732.7160000000,117.7460000000,110.4300000000,,,,,,,,,,
783.1540000000,189.0860000000,311.0000000000,815.4440000000,0.6733340000,-0.4370000000,6.3114100000,0.0035228800,0.0034990300,-0.0005449850,-0.0005710430,738.3270000000,731.3660000000,112.5010000000,105.2010000000,,,,,,,,,,
784.8620000000,190.1650000000,310.0000000000,817.4640000000,0.6750020000,-0.4570000000,6.2663800000,0.0035240000,0.0035000700,-0.0005693620,-0.0005953740,736.9660000000,729.9900000000,107.2170000000,99.9223000000,,,,,,,,,,
786.5640000000,191.2460000000,309.0000000000,819.4810000000,0.6766670000,-0.4770000000,6.2214100000,0.0035250100,0.0035012200,-0.0005937390,-0.0006197040,735.5790000000,728.6400000000,101.9260000000,94.6510000000,,,,,,,,,,
788.2670000000,192.3330000000,308.0000000000,821.5010000000,0.6783350000,-0.4980000000,6.1763200000,0.0035258100,0.0035026500,-0.0006183310,-0.0006442480,734.1340000000,727.3340000000,96.5740000000,89.3507000000,,,,,,,,,,
789.9640000000,193.4230000000,307.0000000000,823.5180000000,0.6800000000,-0.5180000000,6.1312900000,0.0035267300,0.0035039500,-0.0006429240,-0.0006687910,732.7150000000,726.0040000000,91.2297000000,84.0428000000,,,,,,,,,,
791.6610000000,194.5190000000,305.0000000000,825.5380000000,0.6816690000,-0.5390000000,6.0861400000,0.0035277700,0.0035052100,-0.0006677290,-0.0006935450,731.3070000000,724.6470000000,85.8465000000,78.6851000000,,,,,,,,,,
793.3520000000,195.6180000000,304.0000000000,827.5550000000,0.6833340000,-0.5600000000,6.0410600000,0.0035289200,0.0035063600,-0.0006925340,-0.0007182990,729.9240000000,723.2670000000,80.4706000000,73.3203000000,,,,,,,,,,
795.0430000000,196.7230000000,303.0000000000,829.5750000000,0.6850020000,-0.5810000000,5.9958700000,0.0035303000,0.0035073300,-0.0007175530,-0.0007432680,728.5800000000,721.8350000000,75.0633000000,67.8970000000,,,,,,,,,,
796.7280000000,197.8310000000,302.0000000000,831.5910000000,0.6866670000,-0.6020000000,5.9507400000,0.0035314000,0.0035086000,-0.0007425730,-0.0007682380,727.1710000000,720.4680000000,69.6367000000,62.4929000000,,,,,,,,,,
798.4130000000,198.9450000000,301.0000000000,833.6120000000,0.6883350000,-0.6230000000,5.9055100000,0.0035323900,0.0035100500,-0.0007678110,-0.0007934240,725.7250000000,719.1250000000,64.1552000000,57.0528000000,,,,,,,,,,
800.0920000000,200.0620000000,300.0000000000,835.6280000000,0.6900000000,-0.6450000000,5.8603400000,0.0035336500,0.0035112200,-0.0007930490,-0.0008186100,724.3380000000,717.7230000000,58.6916000000,51.5949000000,,,,,,,,,,
801.7720000000,201.1850000000,299.0000000000,837.6490000000,0.6916690000,-0.6660000000,5.8150600000,0.0035348600,0.0035125200,-0.0008185070,-0.0008440150,722.9260000000,716.3340000000,53.1763000000,46.0972000000,,,,,,,,,,
803.4450000000,202.3100000000,298.0000000000,839.6650000000,0.6933340000,-0.6880000000,5.7698500000,0.0035358100,0.0035140900,-0.0008439650,-0.0008694200,721.4540000000,715.0040000000,47.6433000000,40.6172000000,,,,,,,,,,
805.1180000000,203.4430000000,297.0000000000,841.6860000000,0.6950020000,-0.7100000000,5.7245400000,0.0035368500,0.0035156400,-0.0008696430,-0.0008950420,719.9900000000,713.6550000000,42.0682000000,35.0880000000,,,,,,,,,,
806.7850000000,204.5770000000,295.0000000000,843.7020000000,0.6966670000,-0.7330000000,5.6793100000,0.0035381600,0.0035169200,-0.0008953210,-0.0009206640,718.5850000000,712.2460000000,36.5112000000,29.5410000000,,,,,,,,,,
808.4520000000,205.7190000000,294.0000000000,845.7220000000,0.6983350000,-0.7550000000,5.6339800000,0.0035395000,0.0035182400,-0.0009212190,-0.0009465050,717.1720000000,710.8320000000,30.9080000000,23.9487000000,,,,,,,,,,
810.1130000000,206.8630000000,293.0000000000,847.7390000000,0.7000000000,-0.7780000000,5.5887200000,0.0035406400,0.0035197600,-0.0009471170,-0.0009723470,715.7160000000,709.4630000000,25.2916000000,18.3694000000,,,,,,,,,,
811.7730000000,208.0140000000,292.0000000000,849.7590000000,0.7016690000,-0.8000000000,5.5433700000,0.0035416600,0.0035214900,-0.0009732350,-0.0009984060,714.2170000000,708.1240000000,19.6181000000,12.7560000000,,,,,,,,,,
813.4270000000,209.1670000000,291.0000000000,851.7760000000,0.7033340000,-0.8230000000,5.4981000000,0.0035429900,0.0035229000,-0.0009993540,-0.0010244600,712.7870000000,706.7160000000,13.9655000000,7.1218000000,,,,,,,,,,
815.0820000000,210.3270000000,290.0000000000,853.7960000000,0.7050020000,-0.8460000000,5.4527400000,0.0035445900,0.0035241100,-0.0010256900,-0.0010507400,711.4030000000,705.2500000000,8.2825400000,1.4262500000,,,,,,,,,,
816.7290000000,211.4890000000,289.0000000000,855.8130000000,0.7066670000,-0.8690000000,5.4074600000,0.0035458500,0.0035256800,-0.0010520300,-0.0010770200,709.9420000000,703.8620000000,2.5764500000,-4.2461600000,,,,,,,,,,
818.3770000000,212.6590000000,287.0000000000,857.8330000000,0.7083350000,-0.8930000000,5.3620900000,0.0035471500,0.0035272800,-0.0010785900,-0.0011035200,708.4770000000,702.4660000000,-3.1756300000,-9.9651100000,,,,,,,,,,
820.0180000000,213.8310000000,286.0000000000,859.8490000000,0.7100000000,-0.9160000000,5.3168200000,0.0035485700,0.0035287500,-0.0011051600,-0.0011300300,707.0390000000,701.0430000000,-8.9194900000,-15.6923000000,,,,,,,,,,
821.6580000000,215.0100000000,285.0000000000,861.8700000000,0.7116690000,-0.9400000000,5.2714500000,0.0035500100,0.0035303000,-0.0011319400,-0.0011567500,705.5890000000,699.6200000000,-14.7119000000,-21.4643000000,,,,,,,,,,
823.2920000000,216.1910000000,284.0000000000,863.8860000000,0.7133340000,-0.9640000000,5.2261700000,0.0035514900,0.0035318000,-0.0011587300,-0.0011834800,704.1470000000,698.1890000000,-20.5020000000,-27.2387000000,,,,,,,,,,
824.9260000000,217.3800000000,283.0000000000,865.9070000000,0.7150020000,-0.9880000000,5.1808100000,0.0035526400,0.0035337300,-0.0011857500,-0.0012104300,702.6180000000,696.8350000000,-26.3637000000,-33.0349000000,,,,,,,,,,
826.5530000000,218.5710000000,281.0000000000,867.9230000000,0.7166670000,-1.0126000000,5.1355500000,0.0035537100,0.0035357300,-0.0012127600,-0.0012373800,701.0720000000,695.4980000000,-32.2304000000,-38.8261000000,,,,,,,,,,
828.1800000000,219.7690000000,280.0000000000,869.9440000000,0.7183350000,-1.0371000000,5.0902000000,0.0035553600,0.0035372300,-0.0012400000,-0.0012645500,699.6400000000,694.0350000000,-38.1078000000,-44.6992000000,,,,,,,,,,
829.8000000000,220.9700000000,279.0000000000,871.9600000000,0.7200000000,-1.0617300000,5.0449600000,0.0035570600,0.0035386800,-0.0012672400,-0.0012917200,698.2180000000,692.5630000000,-43.9821000000,-50.5753000000,,,,,,,,,,
831.4200000000,222.1780000000,278.0000000000,873.9800000000,0.7216690000,-1.0865800000,4.9996400000,0.0035584500,0.0035405300,-0.0012947000,-0.0013191200,696.7120000000,691.1640000000,-49.9268000000,-56.4743000000,,,,,,,,,,
833.0330000000,223.3880000000,277.0000000000,875.9970000000,0.7233340000,-1.1115600000,4.9544300000,0.0035597600,0.0035424600,-0.0013221700,-0.0013465200,695.1900000000,689.7820000000,-55.8764000000,-62.3685000000,,,,,,,,,,
834.6450000000,224.6060000000,275.0000000000,878.0170000000,0.7250020000,-1.1367800000,4.9091400000,0.0035611100,0.0035444400,-0.0013498600,-0.0013741400,693.6610000000,688.3960000000,-61.8733000000,-68.3082000000,,,,,,,,,,
836.2500000000,225.8260000000,274.0000000000,880.0340000000,0.7266670000,-1.1621100000,4.8639700000,0.0035623800,0.0035465100,-0.0013775500,-0.0014017500,692.1140000000,687.0280000000,-67.8755000000,-74.2425000000,,,,,,,,,,
837.8550000000,227.0540000000,273.0000000000,882.0540000000,0.7283350000,-1.1876700000,4.8187300000,0.0035639700,0.0035483400,-0.0014054600,-0.0014295900,690.6220000000,685.5960000000,-73.9057000000,-80.2398000000,,,,,,,,,,
839.4530000000,228.2840000000,272.0000000000,884.0700000000,0.7300000000,-1.2133600000,4.7736100000,0.0035658200,0.0035499000,-0.0014333700,-0.0014574300,689.1880000000,684.1040000000,-79.9180000000,-86.2550000000,,,,,,,,,,
841.0500000000,229.5210000000,270.0000000000,886.0910000000,0.7316690000,-1.2392800000,4.7284200000,0.0035674100,0.0035518200,-0.0014615100,-0.0014854900,687.6820000000,682.6760000000,-85.9967000000,-92.2955000000,,,,,,,,,,
842.6400000000,230.7610000000,269.0000000000,888.1070000000,0.7333340000,-1.2653200000,4.6833600000,0.0035690000,0.0035537400,-0.0014896400,-0.0015135500,686.1770000000,681.2470000000,-92.0753000000,-98.3362000000,,,,,,,,,,
844.2290000000,232.0090000000,268.0000000000,890.1280000000,0.7350020000,-1.2915900000,4.6382300000,0.0035707300,0.0035556100,-0.0015180000,-0.0015418400,684.6870000000,679.7930000000,-98.1941000000,-104.4290000000,,,,,,,,,,
845.8110000000,233.2590000000,267.0000000000,892.1440000000,0.7366670000,-1.3179900000,4.5932300000,0.0035722700,0.0035576700,-0.0015463600,-0.0015701200,683.1570000000,678.3810000000,-104.3250000000,-110.5100000000,,,,,,,,,,
847.3930000000,234.5170000000,265.0000000000,894.1650000000,0.7383350000,-1.3446200000,4.5481700000,0.0035739900,0.0035596400,-0.0015749500,-0.0015986300,681.6500000000,676.9350000000,-110.4940000000,-116.6440000000,,,,,,,,,,
848.9660000000,235.7770000000,264.0000000000,896.1810000000,0.7400000000,-1.3713800000,4.5032500000,0.0035756300,0.0035616900,-0.0016035300,-0.0016271300,680.1260000000,675.5060000000,-116.6680000000,-122.7740000000,,,,,,,,,,
850.5400000000,237.0450000000,263.0000000000,898.2020000000,0.7416690000,-1.3983600000,4.4582600000,0.0035772900,0.0035638300,-0.0016323400,-0.0016558600,678.5910000000,674.0810000000,-122.8900000000,-128.9470000000,,,,,,,,,,
852.1050000000,238.3150000000,262.0000000000,900.2180000000,0.7433340000,-1.4254700000,4.4134200000,0.0035790900,0.0035658100,-0.0016611500,-0.0016845900,677.0880000000,672.6240000000,-129.1030000000,-135.1300000000,,,,,,,,,,
853.6700000000,239.5930000000,260.0000000000,902.2380000000,0.7450020000,-1.4528200000,4.3685300000,0.0035807100,0.0035680900,-0.0016901800,-0.0017135400,675.5280000000,671.2140000000,-135.3770000000,-141.3430000000,,,,,,,,,,
855.2280000000,240.8740000000,259.0000000000,904.2550000000,0.7466670000,-1.4802800000,4.3237800000,0.0035824200,0.0035702600,-0.0017192100,-0.0017424800,673.9900000000,669.7830000000,-141.6450000000,-147.5620000000,,,,,,,,,,
856.7840000000,242.1620000000,258.0000000000,906.2750000000,0.7483350000,-1.5079800000,4.2789900000,0.0035841200,0.0035725400,-0.0017484600,-0.0017716500,672.4360000000,668.3610000000,-147.9620000000,-153.8220000000,,,,,,,,,,
858.3330000000,243.4530000000,257.0000000000,908.2910000000,0.7500000000,-1.5358000000,4.2343500000,0.0035857900,0.0035748600,-0.0017777200,-0.0018008200,670.8730000000,666.9480000000,-154.2820000000,-160.0800000000,,,,,,,,,,
859.8810000000,244.7520000000,255.0000000000,910.3120000000,0.7516690000,-1.5638600000,4.1896600000,0.0035879500,0.0035767800,-0.0018071900,-0.0018302100,669.4050000000,665.4320000000,-160.6160000000,-166.4110000000,,,,,,,,,,
861.4210000000,246.0540000000,254.0000000000,912.3280000000,0.7533330000,-1.5920300000,4.1451400000,0.0035899400,0.0035788600,-0.0018366600,-0.0018595900,667.9000000000,663.9530000000,-166.9620000000,-172.7330000000,,,,,,,,,,
862.9590000000,247.3630000000,253.0000000000,914.3490000000,0.7550020000,-1.6204400000,4.1005700000,0.0035913600,0.0035816300,-0.0018663600,-0.0018892000,666.2540000000,662.6080000000,-173.3950000000,-179.0570000000,,,,,,,,,,
864.4900000000,248.6750000000,251.0000000000,916.3650000000,0.7566670000,-1.6489600000,4.0561700000,0.0035930700,0.0035841000,-0.0018960500,-0.0019188000,664.6720000000,661.2000000000,-179.8080000000,-185.4000000000,,,,,,,,,,
866.0200000000,249.9960000000,250.0000000000,918.3860000000,0.7583350000,-1.6777200000,4.0117400000,0.0035953100,0.0035861500,-0.0019259600,-0.0019486200,663.1910000000,659.6840000000,-186.2340000000,-191.8180000000,,,,,,,,,,
867.5420000000,251.3180000000,249.0000000000,920.4020000000,0.7600000000,-1.7066000000,3.9674700000,0.0035971900,0.0035885500,-0.0019558700,-0.0019784300,661.6330000000,658.2460000000,-192.6840000000,-198.2130000000,,,,,,,,,,
869.0630000000,252.6490000000,247.0000000000,922.4230000000,0.7616690000,-1.7357100000,3.9231800000,0.0035989800,0.0035911400,-0.0019859900,-0.0020084600,660.0400000000,656.8360000000,-199.1870000000,-204.6420000000,,,,,,,,,,
870.5750000000,253.9820000000,246.0000000000,924.4390000000,0.7633340000,-1.7649300000,3.8790700000,0.0036008600,0.0035936500,-0.0020161200,-0.0020384900,658.4660000000,655.4070000000,-205.6840000000,-211.0770000000,,,,,,,,,,
872.0860000000,255.3240000000,245.0000000000,926.4600000000,0.7650020000,-1.7944000000,3.8349300000,0.0036028100,0.0035961800,-0.0020464600,-0.0020687300,656.8960000000,653.9690000000,-212.2230000000,-217.5560000000,,,,,,,,,,
873.5890000000,256.6680000000,243.0000000000,928.4760000000,0.7666670000,-1.8239600000,3.7909800000,0.0036049700,0.0035985200,-0.0020768000,-0.0020989700,655.3690000000,652.4890000000,-218.7480000000,-224.0480000000,,,,,,,,,,
875.0900000000,258.0200000000,242.0000000000,930.4970000000,0.7683360000,-1.8537700000,3.7470100000,0.0036071900,0.0036008900,-0.0021073400,-0.0021294200,653.8430000000,651.0020000000,-225.3160000000,-230.5830000000,,,,,,,,,,
876.5830000000,259.3750000000,241.0000000000,932.5130000000,0.7700000000,-1.8836800000,3.7032300000,0.0036094100,0.0036032600,-0.0021378900,-0.0021598700,652.3170000000,649.5160000000,-231.8830000000,-237.1190000000,,,,,,,,,,
878.0750000000,260.7380000000,239.0000000000,934.5330000000,0.7716690000,-1.9138400000,3.6594400000,0.0036112800,0.0036060800,-0.0021686500,-0.0021905300,650.7010000000,648.1150000000,-238.5200000000,-243.6710000000,,,,,,,,,,
879.5580000000,262.1040000000,238.0000000000,936.5490000000,0.7733340000,-1.9440900000,3.6158400000,0.0036130000,0.0036090600,-0.0021994100,-0.0022211900,649.0500000000,646.7490000000,-245.1670000000,-250.2120000000,,,,,,,,,,
881.0390000000,263.4780000000,237.0000000000,938.5700000000,0.7750020000,-1.9745900000,3.5722400000,0.0036150800,0.0036118000,-0.0022303800,-0.0022520500,647.4640000000,645.3150000000,-251.8360000000,-256.8150000000,,,,,,,,,,
882.5120000000,264.8550000000,235.0000000000,940.5860000000,0.7766670000,-2.0051900000,3.5288300000,0.0036170400,0.0036146400,-0.0022613400,-0.0022829100,645.8540000000,643.9050000000,-258.5130000000,-263.4100000000,,,,,,,,,,
883.9830000000,266.2410000000,234.0000000000,942.6070000000,0.7783360000,-2.0360200000,3.4854400000,0.0036191800,0.0036174100,-0.0022925100,-0.0023139600,644.2700000000,642.4660000000,-265.2210000000,-270.0520000000,,,,,,,,,,
885.4460000000,267.6280000000,232.0000000000,944.6230000000,0.7800000000,-2.0669400000,3.4422500000,0.0036216000,0.0036199000,-0.0023236700,-0.0023450200,642.7460000000,640.9660000000,-271.9110000000,-276.7130000000,,,,,,,,,,
886.9060000000,269.0250000000,231.0000000000,946.6440000000,0.7816690000,-2.0981100000,3.3990700000,0.0036237000,0.0036228200,-0.0023550300,-0.0023762700,641.1410000000,639.5460000000,-278.6650000000,-283.3890000000,,,,,,,,,,
888.3580000000,270.4240000000,230.0000000000,948.6600000000,0.7833340000,-2.1293600000,3.3561100000,0.0036258100,0.0036257300,-0.0023864000,-0.0024075200,639.5360000000,638.1260000000,-285.4190000000,-290.0650000000,,,,,,,,,,
889.8070000000,271.8320000000,228.0000000000,950.6810000000,0.7850020000,-2.1608500000,3.3131600000,0.0036282000,0.0036284600,-0.0024179500,-0.0024389600,637.9810000000,636.6540000000,-292.1960000000,-296.7950000000,,,,,,,,,,
891.2480000000,273.2420000000,227.0000000000,952.6970000000,0.7866670000,-2.1924300000,3.2704300000,0.0036304500,0.0036313400,-0.0024495100,-0.0024704000,636.3940000000,635.2140000000,-298.9830000000,-303.5150000000,,,,,,,,,,
892.6870000000,274.6610000000,225.0000000000,954.7180000000,0.7883360000,-2.2242500000,3.2277300000,0.0036327300,0.0036343000,-0.0024812500,-0.0025020200,634.8020000000,633.7780000000,-305.8090000000,-310.2710000000,,,,,,,,,,
894.1160000000,276.0830000000,224.0000000000,956.7340000000,0.7900000000,-2.2561500000,3.1852500000,0.0036350100,0.0036372400,-0.0025130000,-0.0025336500,633.2120000000,632.3400000000,-312.6350000000,-317.0280000000,,,,,,,,,,
895.5440000000,277.5130000000,222.0000000000,958.7550000000,0.7916690000,-2.2882900000,3.1428100000,0.0036373000,0.0036403000,-0.0025449300,-0.0025654600,631.6090000000,630.9160000000,-319.5020000000,-323.8180000000,,,,,,,,,,
896.9620000000,278.9460000000,221.0000000000,960.7710000000,0.7933340000,-2.3205000000,3.1005900000,0.0036394500,0.0036435000,-0.0025768600,-0.0025972700,629.9770000000,629.5200000000,-326.3780000000,-330.5990000000,,,,,,,,,,
