R,Zinv,Sinv,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top
193.6820000000,32.1202000000,197.2130000000,456.1710000000,0.3020000000,0.2170000000,1.2581300000,0.0010042700,0.0010609500,0.0011251300,0.0011162000,294.9030000000,306.7720000000,313.4970000000,315.2720000000
194.8850000000,32.5322000000,198.4860000000,454.8980000000,0.3040000000,0.2190000000,1.2598700000,0.0009939050,0.0010700600,0.0011282800,0.0011197600,292.8330000000,309.0090000000,313.5060000000,316.6550000000
196.0880000000,32.9467000000,199.7580000000,453.6260000000,0.3060000000,0.2210000000,1.2614800000,0.0009816640,0.0010813800,0.0011308500,0.0011230000,290.3120000000,311.7090000000,313.2630000000,318.1120000000
197.2900000000,33.3638000000,201.0300000000,452.3540000000,0.3080000000,0.2230000000,1.2629400000,0.0009694170,0.0010926900,0.0011334200,0.0011262300,287.7900000000,314.4090000000,313.0220000000,319.5690000000
198.4910000000,33.7835000000,202.3030000000,451.0810000000,0.3100000000,0.2250000000,1.2642100000,0.0009551630,0.0011064700,0.0011351500,0.0011289100,284.7710000000,317.6150000000,312.4620000000,321.0670000000
199.6920000000,34.2057000000,203.5750000000,449.8090000000,0.3120000000,0.2260000000,1.2652400000,0.0009409180,0.0011202400,0.0011368900,0.0011316000,281.7550000000,320.8190000000,311.9030000000,322.5660000000
200.8910000000,34.6304000000,204.8470000000,448.5370000000,0.3140000000,0.2280000000,1.2659900000,0.0009245420,0.0011367500,0.0011374600,0.0011334700,278.1940000000,324.5700000000,310.9510000000,324.0650000000
202.0900000000,35.0577000000,206.1200000000,447.2640000000,0.3150000000,0.2300000000,1.2664200000,0.0009082010,0.0011532300,0.0011380500,0.0011353400,274.6400000000,328.3140000000,310.0010000000,325.5620000000
203.2870000000,35.4875000000,207.3920000000,445.9920000000,0.3170000000,0.2310000000,1.2664700000,0.0008898360,0.0011725100,0.0011371100,0.0011360800,270.5430000000,332.6010000000,308.5860000000,326.9950000000
204.4840000000,35.9199000000,208.6650000000,444.7190000000,0.3190000000,0.2320000000,1.2660900000,0.0008714040,0.0011918600,0.0011361900,0.0011368200,266.4310000000,336.9020000000,307.1670000000,328.4340000000
205.6790000000,36.3547000000,209.9370000000,443.4470000000,0.3210000000,0.2330000000,1.2652200000,0.0008511290,0.0012140400,0.0011333400,0.0011360600,261.7870000000,341.7270000000,305.2050000000,329.7300000000
206.8740000000,36.7922000000,211.2090000000,442.1750000000,0.3230000000,0.2340000000,1.2637900000,0.0008308630,0.0012362000,0.0011305000,0.0011353100,257.1460000000,346.5490000000,303.2440000000,331.0260000000
208.0680000000,37.2321000000,212.4820000000,440.9020000000,0.3250000000,0.2350000000,1.2617500000,0.0008089120,0.0012612600,0.0011253000,0.0011326400,251.9780000000,351.8800000000,300.6530000000,332.0920000000
209.2610000000,37.6746000000,213.7540000000,439.6300000000,0.3270000000,0.2350000000,1.2590100000,0.0007869040,0.0012863700,0.0011200900,0.0011299800,246.7980000000,357.2230000000,298.0580000000,333.1640000000
210.4530000000,38.1196000000,215.0260000000,438.3580000000,0.3290000000,0.2350000000,1.2555200000,0.0007636410,0.0013141800,0.0011120300,0.0011249500,241.1540000000,363.0040000000,294.7530000000,333.8920000000
211.6440000000,38.5672000000,216.2990000000,437.0850000000,0.3310000000,0.2350000000,1.2511900000,0.0007403880,0.0013419800,0.0011039800,0.0011199300,235.5120000000,368.7820000000,291.4490000000,334.6210000000
212.8340000000,39.0172000000,217.5710000000,435.8130000000,0.3330000000,0.2350000000,1.2459500000,0.0007162300,0.0013723800,0.0010925400,0.0011120300,229.4490000000,374.9430000000,287.3430000000,334.8900000000
214.0230000000,39.4698000000,218.8430000000,434.5410000000,0.3350000000,0.2340000000,1.2397200000,0.0006920360,0.0014028100,0.0010811100,0.0011041400,223.3780000000,381.1110000000,283.2350000000,335.1620000000
215.2110000000,39.9250000000,220.1160000000,433.2680000000,0.3370000000,0.2320000000,1.2324100000,0.0006679390,0.0014351100,0.0010657500,0.0010928400,217.0690000000,387.4650000000,278.2700000000,334.8080000000
216.3990000000,40.3826000000,221.3880000000,431.9960000000,0.3390000000,0.2310000000,1.2239500000,0.0006438860,0.0014673700,0.0010503900,0.0010815500,210.7700000000,393.8090000000,273.3080000000,334.4520000000
217.5850000000,40.8427000000,222.6600000000,430.7240000000,0.3410000000,0.2280000000,1.2142500000,0.0006205160,0.0015011600,0.0010305500,0.0010662800,204.3250000000,400.2300000000,267.4070000000,333.3250000000
218.7700000000,41.3054000000,223.9330000000,429.4510000000,0.3430000000,0.2250000000,1.2032100000,0.0005970540,0.0015350500,0.0010107000,0.0010510200,197.8610000000,406.6720000000,261.4990000000,332.2050000000
219.9540000000,41.7706000000,225.2050000000,428.1790000000,0.3450000000,0.2220000000,1.1907700000,0.0005756470,0.0015693700,0.0009858320,0.0010312100,191.5160000000,412.9080000000,254.6210000000,330.1150000000
221.1380000000,42.2383000000,226.4770000000,426.9070000000,0.3470000000,0.2180000000,1.1768400000,0.0005542570,0.0016036700,0.0009609570,0.0010114100,185.1750000000,419.1420000000,247.7440000000,328.0240000000
222.3200000000,42.7084000000,227.7500000000,425.6340000000,0.3490000000,0.2130000000,1.1613400000,0.0005363750,0.0016371900,0.0009305430,0.0009865070,179.2390000000,424.8660000000,239.8800000000,324.7610000000
223.5010000000,43.1811000000,229.0220000000,424.3620000000,0.3510000000,0.2080000000,1.1441800000,0.0005184140,0.0016707800,0.0009001230,0.0009616000,173.2860000000,430.6070000000,232.0100000000,321.5020000000
224.6810000000,43.6563000000,230.2940000000,423.0900000000,0.3520000000,0.2020000000,1.1253100000,0.0005054800,0.0017022800,0.0008637120,0.0009310690,168.0430000000,435.5160000000,223.1550000000,316.8690000000
225.8610000000,44.1340000000,231.5670000000,421.8170000000,0.3540000000,0.1950000000,1.1046400000,0.0004925690,0.0017337500,0.0008272910,0.0009005310,162.8040000000,440.4200000000,214.2990000000,312.2320000000
227.0390000000,44.6143000000,232.8390000000,420.5450000000,0.3560000000,0.1870000000,1.0821300000,0.0004867870,0.0017611700,0.0007845280,0.0008639090,158.7130000000,444.0320000000,204.5200000000,305.9910000000
228.2160000000,45.0970000000,234.1110000000,419.2730000000,0.3580000000,0.1790000000,1.0577100000,0.0004809700,0.0017886300,0.0007417520,0.0008272770,154.6140000000,447.6520000000,194.7350000000,299.7510000000
229.3920000000,45.5822000000,235.3840000000,418.0000000000,0.3600000000,0.1690000000,1.0313600000,0.0004847220,0.0018096700,0.0006924270,0.0007842060,152.1870000000,449.4350000000,184.1410000000,291.6720000000
230.5680000000,46.0698000000,236.6560000000,416.7280000000,0.3620000000,0.1590000000,1.0030300000,0.0004884040,0.0018307800,0.0006430840,0.0007411200,149.7430000000,451.2350000000,173.5400000000,283.5940000000
231.7420000000,46.5600000000,237.9280000000,415.4560000000,0.3640000000,0.1480000000,0.9730000000,0.0005041390,0.0018429600,0.0005871740,0.0006913870,149.5150000000,450.6320000000,162.2890000000,273.4670000000
232.9150000000,47.0527000000,239.2010000000,414.1830000000,0.3660000000,0.1360000000,0.9400000000,0.0005199010,0.0018551200,0.0005312400,0.0006416350,149.2910000000,450.0250000000,151.0350000000,263.3350000000
234.0870000000,47.5479000000,240.4730000000,412.9110000000,0.3680000000,0.1240000000,0.9060000000,0.0005507270,0.0018551800,0.0004689720,0.0005852320,151.9600000000,446.3180000000,139.3820000000,250.9420000000
235.2580000000,48.0455000000,241.7450000000,411.6390000000,0.3700000000,0.1100000000,0.8700000000,0.0005816020,0.0018552000,0.0004066750,0.0005288050,154.6380000000,442.6020000000,127.7270000000,238.5420000000
236.4280000000,48.5456000000,243.0180000000,410.3660000000,0.3720000000,0.0952000000,0.8320000000,0.0006307070,0.0018396200,0.0003385910,0.0004659800,160.9420000000,435.0370000000,116.0010000000,223.7070000000
237.5970000000,49.0482000000,244.2900000000,409.0940000000,0.3740000000,0.0798000000,0.7920000000,0.0006797120,0.0018241700,0.0002704690,0.0004031240,167.2200000000,427.4960000000,104.2600000000,208.8730000000
238.7640000000,49.5533000000,245.5630000000,407.8210000000,0.3760000000,0.0636000000,0.7510000000,0.0007505470,0.0017889900,0.0001974910,0.0003344590,177.9770000000,415.2370000000,92.8911000000,191.4630000000
239.9310000000,50.0609000000,246.8350000000,406.5490000000,0.3780000000,0.0466000000,0.7070000000,0.0008213600,0.0017538600,0.0001244690,0.0002657570,188.7250000000,402.9850000000,81.5115000000,174.0470000000
241.0970000000,50.5709000000,248.1070000000,405.2770000000,0.3800000000,0.0290000000,0.6630000000,0.0009176240,0.0016946200,0.0000479845,0.0001922330,204.8390000000,385.1180000000,71.0487000000,153.9820000000
242.2610000000,51.0834000000,249.3800000000,404.0040000000,0.3820000000,0.0108000000,0.6180000000,0.0010138500,0.0016354500,-0.0000285515,0.0001186630,220.9410000000,367.2630000000,60.5720000000,133.9110000000
243.4250000000,51.5983000000,250.6520000000,402.7320000000,0.3840000000,-0.0078700000,0.5710000000,0.0011392600,0.0015473900,-0.0001066130,0.0000417467,243.3570000000,342.8380000000,51.6845000000,111.2010000000
244.5870000000,52.1158000000,251.9240000000,401.4600000000,0.3860000000,-0.0269000000,0.5240000000,0.0012647200,0.0014593100,-0.0001847310,-0.0000352222,265.7800000000,318.4050000000,42.7879000000,88.4770000000
245.7480000000,52.6357000000,253.1970000000,400.1870000000,0.3880000000,-0.0461000000,0.4770000000,0.0014228700,0.0013374700,-0.0002618080,-0.0001134970,295.4570000000,286.4660000000,36.2755000000,63.2404000000
246.9090000000,53.1580000000,254.4690000000,398.9150000000,0.3890000000,-0.0654000000,0.4300000000,0.0015854800,0.0012109600,-0.0003385240,-0.0001916080,326.1380000000,253.5110000000,30.1366000000,37.7317000000
247.5660000000,53.4565000000,255.1910000000,398.1930000000,0.3910000000,-0.0763000000,0.4030000000,0.0016813800,0.0011346400,-0.0003805440,-0.0002358530,344.4440000000,233.8210000000,27.2242000000,22.9756000000
248.2230000000,53.7573000000,255.9130000000,397.4710000000,0.3920000000,-0.0872000000,0.3770000000,0.0017730800,0.0010626400,-0.0004227230,-0.0002801180,361.8150000000,215.0770000000,24.0000000000,8.4995800000
248.8780000000,54.0605000000,256.6360000000,396.7480000000,0.3930000000,-0.0980000000,0.3510000000,0.0018502000,0.0010042600,-0.0004635320,-0.0003237690,376.0740000000,199.3690000000,20.1158000000,-4.9432000000
249.5330000000,54.3661000000,257.3580000000,396.0260000000,0.3940000000,-0.1090000000,0.3260000000,0.0019273000,0.0009458980,-0.0005043360,-0.0003674140,390.3290000000,183.6650000000,16.2316000000,-18.3833000000
250.1860000000,54.6740000000,258.0800000000,395.3040000000,0.3950000000,-0.1190000000,0.3010000000,0.0019907800,0.0008999320,-0.0005433500,-0.0004098630,401.7080000000,170.7630000000,11.8423000000,-30.7437000000
250.8380000000,54.9843000000,258.8020000000,394.5820000000,0.3960000000,-0.1300000000,0.2770000000,0.0020542600,0.0008539550,-0.0005823600,-0.0004523060,413.0880000000,157.8600000000,7.4544800000,-43.1032000000
251.4890000000,55.2969000000,259.5250000000,393.8590000000,0.3970000000,-0.1400000000,0.2530000000,0.0021052700,0.0008190000,-0.0006192310,-0.0004930610,421.8670000000,147.4900000000,2.7140700000,-54.3651000000
252.1390000000,55.6119000000,260.2470000000,393.1370000000,0.3980000000,-0.1500000000,0.2300000000,0.0021562800,0.0007840300,-0.0006560960,-0.0005338100,430.6500000000,137.1180000000,-2.0244000000,-65.6265000000
252.7880000000,55.9293000000,260.9690000000,392.4150000000,0.3990000000,-0.1600000000,0.2080000000,0.0021957500,0.0007589800,-0.0006905460,-0.0005724670,437.0520000000,129.0640000000,-6.9936200000,-75.7743000000
253.4360000000,56.2490000000,261.6910000000,391.6930000000,0.4010000000,-0.1690000000,0.1860000000,0.0022352100,0.0007339330,-0.0007249920,-0.0006111170,443.4540000000,121.0110000000,-11.9624000000,-85.9202000000
254.0820000000,56.5710000000,262.4140000000,390.9700000000,0.4020000000,-0.1780000000,0.1650000000,0.0022643000,0.0007174910,-0.0007568060,-0.0006473480,447.7490000000,115.0080000000,-17.0365000000,-94.9671000000
