R,Zinv,Z,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top
250.146,513.522,486.478,593.083,5.12E-01,4.50354,12.8163,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.191,515.453,484.547,595.015,5.13E-01,4.50466,12.8081,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.242,517.385,482.615,596.946,5.15E-01,4.50594,12.7999,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.299,519.316,480.684,598.878,5.17E-01,4.50737,12.7917,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.361,521.246,478.754,600.81,5.18E-01,4.50893,12.7835,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.43,523.177,476.823,602.742,5.20E-01,4.51065,12.7753,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.505,525.107,474.893,604.674,5.22E-01,4.51251,12.7672,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.585,527.038,472.962,606.606,5.23E-01,4.51451,12.759,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.672,528.968,471.032,608.538,5.25E-01,4.51667,12.7509,4.25E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.764,530.897,469.103,610.47,5.27E-01,4.51897,12.7427,4.25E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.863,532.827,467.173,612.401,5.28E-01,4.52141,12.7346,4.24E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
250.967,534.756,465.244,614.333,5.30E-01,4.52401,12.7265,4.24E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
251.078,536.684,463.316,616.265,5.32E-01,4.52676,12.7184,4.24E-03,4.28E-03,6.03E-03,6.03E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
251.194,538.613,461.387,618.197,5.33E-01,4.52965,12.7103,4.24E-03,4.28E-03,6.03E-03,6.03E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
251.316,540.541,459.459,620.129,5.35E-01,4.53271,12.7023,4.24E-03,4.28E-03,6.03E-03,6.03E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
251.445,542.468,457.532,622.061,5.37E-01,4.53591,12.6943,4.24E-03,4.27E-03,6.04E-03,6.04E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
251.579,544.395,455.605,623.993,5.38E-01,4.53927,12.6862,4.24E-03,4.27E-03,6.04E-03,6.04E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
251.719,546.322,453.678,625.925,5.40E-01,4.54277,12.6783,4.24E-03,4.27E-03,6.04E-03,6.04E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
251.865,548.249,451.751,627.856,5.42E-01,4.54643,12.6703,4.24E-03,4.27E-03,6.05E-03,6.05E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
252.017,550.174,449.826,629.788,5.43E-01,4.55024,12.6623,4.24E-03,4.27E-03,6.05E-03,6.05E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
252.175,552.1,447.9,631.72,5.45E-01,4.55419,12.6544,4.24E-03,4.27E-03,6.05E-03,6.05E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
252.339,554.025,445.975,633.652,5.47E-01,4.5583,12.6465,4.24E-03,4.27E-03,6.06E-03,6.06E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
252.509,555.949,444.051,635.584,5.48E-01,4.56256,12.6387,4.23E-03,4.27E-03,6.06E-03,6.06E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
252.685,557.873,442.127,637.516,5.50E-01,4.56698,12.6308,4.23E-03,4.27E-03,6.07E-03,6.07E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
252.867,559.796,440.204,639.448,5.52E-01,4.57155,12.623,4.23E-03,4.27E-03,6.07E-03,6.07E-03,1.33E+03,1.34E+03,1.61E+03,1.62E+03
253.055,561.719,438.281,641.38,5.53E-01,4.57627,12.6152,4.23E-03,4.27E-03,6.08E-03,6.08E-03,1.33E+03,1.34E+03,1.61E+03,1.62E+03
253.249,563.641,436.359,643.311,5.55E-01,4.58116,12.6075,4.23E-03,4.27E-03,6.08E-03,6.08E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
253.448,565.563,434.437,645.243,5.57E-01,4.58621,12.5997,4.23E-03,4.26E-03,6.09E-03,6.09E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
253.654,567.484,432.516,647.175,5.58E-01,4.59142,12.592,4.23E-03,4.26E-03,6.09E-03,6.09E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
253.865,569.404,430.596,649.107,5.60E-01,4.59678,12.5844,4.23E-03,4.26E-03,6.10E-03,6.10E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
254.083,571.323,428.677,651.039,5.62E-01,4.6023,12.5768,4.22E-03,4.26E-03,6.10E-03,6.10E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
254.306,573.242,426.758,652.971,5.63E-01,4.60798,12.5692,4.22E-03,4.26E-03,6.11E-03,6.11E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
254.536,575.16,424.84,654.903,5.65E-01,4.61383,12.5616,4.22E-03,4.26E-03,6.11E-03,6.12E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
254.771,577.078,422.922,656.835,5.67E-01,4.61982,12.5541,4.22E-03,4.26E-03,6.12E-03,6.12E-03,1.33E+03,1.34E+03,1.62E+03,1.63E+03
255.012,578.995,421.005,658.766,5.68E-01,4.62597,12.5466,4.22E-03,4.26E-03,6.13E-03,6.13E-03,1.33E+03,1.34E+03,1.62E+03,1.63E+03
255.259,580.911,419.089,660.698,5.70E-01,4.63228,12.5392,4.22E-03,4.25E-03,6.13E-03,6.13E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
255.512,582.826,417.174,662.63,5.72E-01,4.63875,12.5318,4.22E-03,4.25E-03,6.14E-03,6.14E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
255.771,584.74,415.26,664.562,5.73E-01,4.64537,12.5244,4.21E-03,4.25E-03,6.15E-03,6.15E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
256.036,586.654,413.346,666.494,5.75E-01,4.65216,12.5171,4.21E-03,4.25E-03,6.15E-03,6.15E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
256.307,588.567,411.433,668.426,5.77E-01,4.6591,12.5098,4.21E-03,4.25E-03,6.16E-03,6.16E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
256.584,590.479,409.521,670.358,5.78E-01,4.6662,12.5026,4.21E-03,4.25E-03,6.17E-03,6.17E-03,1.33E+03,1.34E+03,1.63E+03,1.64E+03
256.866,592.39,407.61,672.29,5.80E-01,4.67348,12.4954,4.21E-03,4.25E-03,6.17E-03,6.18E-03,1.33E+03,1.34E+03,1.63E+03,1.64E+03
257.155,594.3,405.7,674.221,5.82E-01,4.68092,12.4883,4.21E-03,4.24E-03,6.18E-03,6.18E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
257.449,596.209,403.791,676.153,5.83E-01,4.68852,12.4812,4.20E-03,4.24E-03,6.19E-03,6.19E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
257.75,598.118,401.882,678.085,5.85E-01,4.69628,12.4742,4.20E-03,4.24E-03,6.20E-03,6.20E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
258.056,600.025,399.975,680.017,5.87E-01,4.70421,12.4672,4.20E-03,4.24E-03,6.21E-03,6.21E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
258.368,601.932,398.068,681.949,5.88E-01,4.71231,12.4603,4.20E-03,4.24E-03,6.21E-03,6.21E-03,1.33E+03,1.34E+03,1.64E+03,1.65E+03
258.686,603.837,396.163,683.881,5.90E-01,4.72057,12.4534,4.20E-03,4.23E-03,6.22E-03,6.22E-03,1.33E+03,1.34E+03,1.64E+03,1.65E+03
259.01,605.742,394.258,685.813,5.92E-01,4.729,12.4466,4.19E-03,4.23E-03,6.23E-03,6.23E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
259.34,607.645,392.355,687.745,5.93E-01,4.7376,12.4398,4.19E-03,4.23E-03,6.24E-03,6.24E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
259.675,609.548,390.452,689.676,5.95E-01,4.74636,12.4331,4.19E-03,4.23E-03,6.25E-03,6.25E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
260.017,611.449,388.551,691.608,5.97E-01,4.75529,12.4264,4.19E-03,4.23E-03,6.26E-03,6.26E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
260.364,613.349,386.651,693.54,5.98E-01,4.7644,12.4198,4.18E-03,4.23E-03,6.27E-03,6.27E-03,1.33E+03,1.34E+03,1.65E+03,1.66E+03
260.718,615.249,384.751,695.472,6.00E-01,4.77368,12.4133,4.18E-03,4.22E-03,6.27E-03,6.28E-03,1.33E+03,1.34E+03,1.65E+03,1.66E+03
261.077,617.147,382.853,697.404,6.02E-01,4.78313,12.4068,4.18E-03,4.22E-03,6.28E-03,6.29E-03,1.33E+03,1.34E+03,1.66E+03,1.66E+03
261.442,619.044,380.956,699.336,6.03E-01,4.79276,12.4004,4.18E-03,4.22E-03,6.29E-03,6.29E-03,1.33E+03,1.34E+03,1.66E+03,1.66E+03
261.813,620.94,379.06,701.268,6.05E-01,4.80257,12.3941,4.18E-03,4.22E-03,6.30E-03,6.30E-03,1.33E+03,1.34E+03,1.66E+03,1.66E+03
262.19,622.835,377.165,703.2,6.07E-01,4.81254,12.3878,4.17E-03,4.22E-03,6.31E-03,6.31E-03,1.33E+03,1.34E+03,1.66E+03,1.67E+03
262.572,624.728,375.272,705.132,6.08E-01,4.82269,12.3816,4.17E-03,4.21E-03,6.32E-03,6.32E-03,1.33E+03,1.34E+03,1.66E+03,1.67E+03
262.961,626.621,373.379,707.063,6.10E-01,4.83302,12.3754,4.17E-03,4.21E-03,6.33E-03,6.34E-03,1.33E+03,1.34E+03,1.67E+03,1.67E+03
263.355,628.512,371.488,708.995,6.12E-01,4.84352,12.3694,4.16E-03,4.21E-03,6.34E-03,6.35E-03,1.33E+03,1.34E+03,1.67E+03,1.67E+03
263.755,630.402,369.598,710.927,6.13E-01,4.85421,12.3634,4.16E-03,4.21E-03,6.36E-03,6.36E-03,1.33E+03,1.34E+03,1.67E+03,1.67E+03
264.161,632.291,367.709,712.859,6.15E-01,4.86508,12.3574,4.16E-03,4.20E-03,6.37E-03,6.37E-03,1.33E+03,1.34E+03,1.67E+03,1.68E+03
264.573,634.178,365.822,714.791,6.17E-01,4.87613,12.3516,4.16E-03,4.20E-03,6.38E-03,6.38E-03,1.33E+03,1.34E+03,1.68E+03,1.68E+03
264.991,636.064,363.936,716.723,6.18E-01,4.88737,12.3458,4.15E-03,4.20E-03,6.39E-03,6.39E-03,1.33E+03,1.34E+03,1.68E+03,1.68E+03
265.414,637.949,362.051,718.655,6.20E-01,4.89879,12.3401,4.15E-03,4.20E-03,6.40E-03,6.40E-03,1.33E+03,1.34E+03,1.68E+03,1.68E+03
265.843,639.833,360.167,720.586,6.22E-01,4.9104,12.3345,4.15E-03,4.20E-03,6.41E-03,6.41E-03,1.33E+03,1.34E+03,1.68E+03,1.69E+03
266.278,641.715,358.285,722.518,6.23E-01,4.92219,12.3289,4.15E-03,4.19E-03,6.42E-03,6.42E-03,1.33E+03,1.35E+03,1.68E+03,1.69E+03
266.719,643.596,356.404,724.45,6.25E-01,4.93418,12.3235,4.14E-03,4.19E-03,6.43E-03,6.44E-03,1.33E+03,1.35E+03,1.69E+03,1.69E+03
267.166,645.475,354.525,726.382,6.27E-01,4.94634,12.3181,4.14E-03,4.19E-03,6.45E-03,6.45E-03,1.34E+03,1.35E+03,1.69E+03,1.69E+03
267.619,647.353,352.647,728.314,6.28E-01,4.9587,12.3128,4.14E-03,4.19E-03,6.46E-03,6.46E-03,1.34E+03,1.35E+03,1.69E+03,1.70E+03
268.077,649.23,350.77,730.246,6.30E-01,4.97124,12.3076,4.13E-03,4.18E-03,6.47E-03,6.47E-03,1.34E+03,1.35E+03,1.69E+03,1.70E+03
268.541,651.105,348.895,732.178,6.32E-01,4.98398,12.3025,4.13E-03,4.18E-03,6.48E-03,6.49E-03,1.34E+03,1.35E+03,1.70E+03,1.70E+03
269.011,652.979,347.021,734.11,6.33E-01,4.99692,12.2974,4.13E-03,4.18E-03,6.50E-03,6.50E-03,1.34E+03,1.35E+03,1.70E+03,1.70E+03
269.487,654.852,345.148,736.041,6.35E-01,5.01004,12.2925,4.13E-03,4.17E-03,6.51E-03,6.51E-03,1.34E+03,1.35E+03,1.70E+03,1.71E+03
269.969,656.722,343.278,737.973,6.37E-01,5.02336,12.2876,4.12E-03,4.17E-03,6.52E-03,6.53E-03,1.34E+03,1.35E+03,1.71E+03,1.71E+03
270.456,658.592,341.408,739.905,6.38E-01,5.03688,12.2829,4.12E-03,4.17E-03,6.54E-03,6.54E-03,1.34E+03,1.35E+03,1.71E+03,1.71E+03
270.949,660.46,339.54,741.837,6.40E-01,5.0506,12.2782,4.11E-03,4.17E-03,6.55E-03,6.55E-03,1.34E+03,1.35E+03,1.71E+03,1.71E+03
271.448,662.326,337.674,743.769,6.42E-01,5.06453,12.2737,4.11E-03,4.16E-03,6.56E-03,6.57E-03,1.34E+03,1.35E+03,1.71E+03,1.72E+03
271.952,664.191,335.809,745.701,6.43E-01,5.07865,12.2692,4.11E-03,4.16E-03,6.58E-03,6.58E-03,1.34E+03,1.35E+03,1.72E+03,1.72E+03
272.463,666.054,333.946,747.633,6.45E-01,5.09298,12.2649,4.11E-03,4.16E-03,6.59E-03,6.59E-03,1.34E+03,1.35E+03,1.72E+03,1.72E+03
272.979,667.916,332.084,749.565,6.47E-01,5.10751,12.2606,4.10E-03,4.16E-03,6.61E-03,6.61E-03,1.34E+03,1.35E+03,1.72E+03,1.73E+03
273.501,669.776,330.224,751.496,6.48E-01,5.12225,12.2565,4.10E-03,4.15E-03,6.62E-03,6.62E-03,1.34E+03,1.35E+03,1.73E+03,1.73E+03
274.028,671.634,328.366,753.428,6.50E-01,5.13719,12.2524,4.10E-03,4.15E-03,6.64E-03,6.64E-03,1.34E+03,1.35E+03,1.73E+03,1.73E+03
274.562,673.491,326.509,755.36,6.52E-01,5.15233,12.2485,4.09E-03,4.15E-03,6.65E-03,6.65E-03,1.34E+03,1.35E+03,1.73E+03,1.74E+03
275.101,675.346,324.654,757.292,6.53E-01,5.16767,12.2447,4.09E-03,4.14E-03,6.67E-03,6.67E-03,1.34E+03,1.35E+03,1.73E+03,1.74E+03
275.646,677.199,322.801,759.224,6.55E-01,5.18323,12.241,4.08E-03,4.14E-03,6.68E-03,6.68E-03,1.34E+03,1.35E+03,1.74E+03,1.74E+03
276.196,679.051,320.949,761.156,6.57E-01,5.19899,12.2374,4.08E-03,4.14E-03,6.70E-03,6.70E-03,1.34E+03,1.35E+03,1.74E+03,1.75E+03
276.753,680.901,319.099,763.088,6.58E-01,5.21497,12.2339,4.08E-03,4.14E-03,6.71E-03,6.72E-03,1.34E+03,1.35E+03,1.74E+03,1.75E+03
277.315,682.749,317.251,765.019,6.60E-01,5.23117,12.2305,4.07E-03,4.13E-03,6.73E-03,6.73E-03,1.34E+03,1.35E+03,1.75E+03,1.75E+03
277.882,684.596,315.404,766.951,6.62E-01,5.24759,12.2273,4.07E-03,4.13E-03,6.74E-03,6.75E-03,1.34E+03,1.35E+03,1.75E+03,1.76E+03
278.456,686.441,313.559,768.883,6.63E-01,5.26422,12.2242,4.07E-03,4.12E-03,6.76E-03,6.76E-03,1.34E+03,1.35E+03,1.75E+03,1.76E+03
279.035,688.284,311.716,770.815,6.65E-01,5.28107,12.2212,4.06E-03,4.12E-03,6.78E-03,6.78E-03,1.34E+03,1.35E+03,1.76E+03,1.76E+03
279.62,690.125,309.875,772.747,6.67E-01,5.29815,12.2183,4.06E-03,4.12E-03,6.79E-03,6.80E-03,1.34E+03,1.35E+03,1.76E+03,1.77E+03
280.21,691.964,308.036,774.679,6.68E-01,5.31544,12.2156,4.05E-03,4.12E-03,6.81E-03,6.81E-03,1.34E+03,1.35E+03,1.76E+03,1.77E+03
280.807,693.802,306.198,776.611,6.70E-01,5.33297,12.213,4.05E-03,4.11E-03,6.83E-03,6.83E-03,1.34E+03,1.35E+03,1.77E+03,1.77E+03
281.408,695.638,304.362,778.542,6.72E-01,5.35072,12.2105,4.05E-03,4.11E-03,6.85E-03,6.85E-03,1.34E+03,1.35E+03,1.77E+03,1.78E+03
282.016,697.472,302.528,780.474,6.73E-01,5.3687,12.2082,4.04E-03,4.10E-03,6.86E-03,6.87E-03,1.34E+03,1.35E+03,1.77E+03,1.78E+03
282.629,699.303,300.697,782.406,6.75E-01,5.3869,12.206,4.04E-03,4.10E-03,6.88E-03,6.88E-03,1.34E+03,1.36E+03,1.78E+03,1.78E+03
283.248,701.134,298.866,784.338,6.77E-01,5.40534,12.2039,4.03E-03,4.10E-03,6.90E-03,6.90E-03,1.34E+03,1.36E+03,1.78E+03,1.79E+03
283.873,702.962,297.038,786.27,6.78E-01,5.42402,12.202,4.03E-03,4.09E-03,6.92E-03,6.92E-03,1.34E+03,1.36E+03,1.79E+03,1.79E+03
284.503,704.788,295.212,788.202,6.80E-01,5.44294,12.2002,4.02E-03,4.09E-03,6.94E-03,6.94E-03,1.34E+03,1.36E+03,1.79E+03,1.80E+03
285.139,706.612,293.388,790.134,6.82E-01,5.4621,12.1986,4.02E-03,4.09E-03,6.95E-03,6.96E-03,1.34E+03,1.36E+03,1.79E+03,1.80E+03
285.78,708.434,291.566,792.065,6.83E-01,5.4815,12.1971,4.02E-03,4.08E-03,6.97E-03,6.98E-03,1.34E+03,1.36E+03,1.80E+03,1.80E+03
286.427,710.255,289.745,793.997,6.85E-01,5.50114,12.1958,4.01E-03,4.08E-03,6.99E-03,7.00E-03,1.34E+03,1.36E+03,1.80E+03,1.81E+03
287.08,712.073,287.927,795.929,6.87E-01,5.52102,12.1947,4.01E-03,4.08E-03,7.01E-03,7.02E-03,1.34E+03,1.36E+03,1.81E+03,1.81E+03
287.738,713.889,286.111,797.861,6.88E-01,5.54115,12.1937,4.00E-03,4.07E-03,7.03E-03,7.04E-03,1.34E+03,1.36E+03,1.81E+03,1.81E+03
288.402,715.703,284.297,799.793,6.90E-01,5.56153,12.1928,4.00E-03,4.07E-03,7.05E-03,7.06E-03,1.34E+03,1.36E+03,1.81E+03,1.82E+03
289.072,717.516,282.484,801.725,6.92E-01,5.58217,12.1921,3.99E-03,4.07E-03,7.07E-03,7.08E-03,1.34E+03,1.36E+03,1.82E+03,1.82E+03
289.747,719.326,280.674,803.657,6.93E-01,5.60306,12.1916,3.99E-03,4.06E-03,7.09E-03,7.10E-03,1.34E+03,1.36E+03,1.82E+03,1.83E+03
290.427,721.134,278.866,805.589,6.95E-01,5.62421,12.1913,3.98E-03,4.06E-03,7.11E-03,7.12E-03,1.34E+03,1.36E+03,1.83E+03,1.83E+03
291.114,722.939,277.061,807.52,6.97E-01,5.64562,12.1911,3.98E-03,4.05E-03,7.13E-03,7.14E-03,1.34E+03,1.36E+03,1.83E+03,1.84E+03
291.806,724.743,275.257,809.452,6.98E-01,5.66729,12.1911,3.97E-03,4.05E-03,7.16E-03,7.16E-03,1.35E+03,1.36E+03,1.83E+03,1.84E+03
292.503,726.545,273.455,811.384,7.00E-01,5.68921,12.1913,3.97E-03,4.05E-03,7.18E-03,7.18E-03,1.35E+03,1.36E+03,1.84E+03,1.85E+03
293.206,728.344,271.656,813.316,7.02E-01,5.7114,12.1917,3.96E-03,4.04E-03,7.20E-03,7.20E-03,1.35E+03,1.36E+03,1.84E+03,1.85E+03
293.915,730.141,269.859,815.248,7.03E-01,5.73385,12.1922,3.96E-03,4.04E-03,7.22E-03,7.22E-03,1.35E+03,1.36E+03,1.85E+03,1.85E+03
294.629,731.936,268.064,817.18,7.05E-01,5.75658,12.193,3.95E-03,4.03E-03,7.24E-03,7.25E-03,1.35E+03,1.36E+03,1.85E+03,1.86E+03
295.349,733.729,266.271,819.112,7.07E-01,5.77957,12.1939,3.95E-03,4.03E-03,7.26E-03,7.27E-03,1.35E+03,1.36E+03,1.86E+03,1.86E+03
296.074,735.52,264.48,821.043,7.08E-01,5.80284,12.195,3.94E-03,4.02E-03,7.29E-03,7.29E-03,1.35E+03,1.37E+03,1.86E+03,1.87E+03
296.805,737.308,262.692,822.975,7.10E-01,5.82639,12.1963,3.94E-03,4.02E-03,7.31E-03,7.31E-03,1.35E+03,1.37E+03,1.87E+03,1.87E+03
297.541,739.094,260.906,824.907,7.12E-01,5.85023,12.1978,3.93E-03,4.02E-03,7.33E-03,7.34E-03,1.35E+03,1.37E+03,1.87E+03,1.88E+03
298.283,740.878,259.122,826.839,7.13E-01,5.87434,12.1995,3.93E-03,4.01E-03,7.36E-03,7.36E-03,1.35E+03,1.37E+03,1.88E+03,1.88E+03
299.03,742.659,257.341,828.771,7.15E-01,5.89875,12.2015,3.92E-03,4.01E-03,7.38E-03,7.39E-03,1.35E+03,1.37E+03,1.88E+03,1.89E+03
299.783,744.439,255.561,830.703,7.17E-01,5.92344,12.2036,3.92E-03,4.00E-03,7.40E-03,7.41E-03,1.35E+03,1.37E+03,1.89E+03,1.89E+03
300.541,746.215,253.785,832.635,7.18E-01,5.94842,12.206,3.91E-03,4.00E-03,7.43E-03,7.43E-03,1.35E+03,1.37E+03,1.89E+03,1.90E+03
301.305,747.99,252.01,834.567,7.20E-01,5.97369,12.2085,3.90E-03,3.99E-03,7.45E-03,7.46E-03,1.35E+03,1.37E+03,1.90E+03,1.90E+03
302.074,749.762,250.238,836.498,7.22E-01,5.99925,12.2113,3.90E-03,3.99E-03,7.48E-03,7.48E-03,1.35E+03,1.37E+03,1.90E+03,1.91E+03
302.849,751.532,248.468,838.43,7.23E-01,6.02512,12.2143,3.89E-03,3.99E-03,7.50E-03,7.51E-03,1.35E+03,1.37E+03,1.91E+03,1.91E+03
303.629,753.299,246.701,840.362,7.25E-01,6.05128,12.2176,3.89E-03,3.98E-03,7.53E-03,7.53E-03,1.35E+03,1.37E+03,1.91E+03,1.92E+03
304.415,755.064,244.936,842.294,7.27E-01,6.07775,12.221,3.88E-03,3.98E-03,7.55E-03,7.56E-03,1.35E+03,1.37E+03,1.92E+03,1.92E+03
305.206,756.826,243.174,844.226,7.28E-01,6.10453,12.2247,3.87E-03,3.97E-03,7.58E-03,7.58E-03,1.35E+03,1.37E+03,1.92E+03,1.93E+03
306.002,758.586,241.414,846.158,7.30E-01,6.13163,12.2287,3.87E-03,3.97E-03,7.60E-03,7.61E-03,1.35E+03,1.37E+03,1.93E+03,1.93E+03
306.804,760.344,239.656,848.09,7.32E-01,6.15905,12.2329,3.86E-03,3.96E-03,7.63E-03,7.64E-03,1.35E+03,1.37E+03,1.93E+03,1.94E+03
307.612,762.099,237.901,850.022,7.33E-01,6.18678,12.2373,3.86E-03,3.96E-03,7.66E-03,7.66E-03,1.35E+03,1.37E+03,1.94E+03,1.95E+03
308.425,763.851,236.149,851.953,7.35E-01,6.21483,12.242,3.85E-03,3.95E-03,7.68E-03,7.69E-03,1.35E+03,1.38E+03,1.94E+03,1.95E+03
309.243,765.601,234.399,853.885,7.37E-01,6.24321,12.247,3.84E-03,3.95E-03,7.71E-03,7.72E-03,1.35E+03,1.38E+03,1.95E+03,1.96E+03
310.067,767.349,232.651,855.817,7.38E-01,6.27192,12.2522,3.84E-03,3.94E-03,7.74E-03,7.75E-03,1.35E+03,1.38E+03,1.95E+03,1.96E+03
310.896,769.094,230.906,857.749,7.40E-01,6.30097,12.2577,3.83E-03,3.94E-03,7.77E-03,7.77E-03,1.35E+03,1.38E+03,1.96E+03,1.97E+03
311.73,770.836,229.164,859.681,7.42E-01,6.33036,12.2634,3.83E-03,3.93E-03,7.79E-03,7.80E-03,1.35E+03,1.38E+03,1.97E+03,1.97E+03
312.57,772.576,227.424,861.613,7.43E-01,6.36009,12.2695,3.82E-03,3.93E-03,7.82E-03,7.83E-03,1.36E+03,1.38E+03,1.97E+03,1.98E+03
313.415,774.313,225.687,863.545,7.45E-01,6.39017,12.2758,3.81E-03,3.92E-03,7.85E-03,7.86E-03,1.36E+03,1.38E+03,1.98E+03,1.99E+03
314.266,776.048,223.952,865.477,7.47E-01,6.4206,12.2824,3.81E-03,3.92E-03,7.88E-03,7.89E-03,1.36E+03,1.38E+03,1.98E+03,1.99E+03
315.122,777.78,222.22,867.409,7.48E-01,6.45138,12.2893,3.80E-03,3.91E-03,7.91E-03,7.92E-03,1.36E+03,1.38E+03,1.99E+03,2.00E+03
315.983,779.509,220.491,869.34,7.50E-01,6.48252,12.2965,3.79E-03,3.91E-03,7.94E-03,7.95E-03,1.36E+03,1.38E+03,2.00E+03,2.00E+03
316.85,781.235,218.765,871.272,7.52E-01,6.51401,12.304,3.79E-03,3.90E-03,7.97E-03,7.98E-03,1.36E+03,1.38E+03,2.00E+03,2.01E+03
317.722,782.959,217.041,873.204,7.53E-01,6.54587,12.3118,3.78E-03,3.90E-03,8.00E-03,8.01E-03,1.36E+03,1.39E+03,2.01E+03,2.02E+03
318.599,784.68,215.32,875.136,7.55E-01,6.57809,12.3199,3.77E-03,3.89E-03,8.03E-03,8.04E-03,1.36E+03,1.39E+03,2.01E+03,2.02E+03
319.481,786.399,213.601,877.068,7.57E-01,6.61069,12.3283,3.77E-03,3.89E-03,8.06E-03,8.07E-03,1.36E+03,1.39E+03,2.02E+03,2.03E+03
320.369,788.115,211.885,879,7.58E-01,6.64365,12.337,3.76E-03,3.88E-03,8.09E-03,8.10E-03,1.36E+03,1.39E+03,2.03E+03,2.04E+03
321.263,789.828,210.172,880.932,7.60E-01,6.677,12.3461,3.75E-03,3.88E-03,8.13E-03,8.14E-03,1.36E+03,1.39E+03,2.03E+03,2.04E+03
322.161,791.538,208.462,882.863,7.62E-01,6.71072,12.3555,3.74E-03,3.87E-03,8.16E-03,8.17E-03,1.36E+03,1.39E+03,2.04E+03,2.05E+03
323.065,793.245,206.755,884.795,7.63E-01,6.74483,12.3652,3.74E-03,3.87E-03,8.19E-03,8.20E-03,1.36E+03,1.39E+03,2.05E+03,2.06E+03
323.974,794.95,205.05,886.727,7.65E-01,6.77933,12.3753,3.73E-03,3.86E-03,8.22E-03,8.23E-03,1.36E+03,1.39E+03,2.05E+03,2.06E+03
324.888,796.652,203.348,888.659,7.67E-01,6.81423,12.3858,3.72E-03,3.86E-03,8.26E-03,8.27E-03,1.36E+03,1.39E+03,2.06E+03,2.07E+03
325.808,798.351,201.649,890.591,7.68E-01,6.84953,12.3966,3.72E-03,3.85E-03,8.29E-03,8.30E-03,1.36E+03,1.39E+03,2.07E+03,2.08E+03
326.733,800.047,199.953,892.523,7.70E-01,6.88522,12.4077,3.71E-03,3.84E-03,8.32E-03,8.33E-03,1.36E+03,1.39E+03,2.07E+03,2.08E+03
