R,Zinv,Z,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top
184.878,222.221,777.779,291.711,2.52E-01,6.45166,13.4584,3.78E-03,3.93E-03,7.91E-03,7.92E-03,1.35E+03,1.39E+03,1.99E+03,2.00E+03
185.734,223.953,776.047,293.643,2.53E-01,6.4203,13.4656,3.79E-03,3.93E-03,7.88E-03,7.89E-03,1.35E+03,1.38E+03,1.98E+03,1.99E+03
186.585,225.687,774.313,295.575,2.55E-01,6.38938,13.4724,3.80E-03,3.94E-03,7.85E-03,7.86E-03,1.35E+03,1.38E+03,1.98E+03,1.99E+03
187.43,227.424,772.576,297.507,2.57E-01,6.35889,13.479,3.81E-03,3.94E-03,7.82E-03,7.83E-03,1.35E+03,1.38E+03,1.97E+03,1.98E+03
188.27,229.164,770.836,299.439,2.58E-01,6.32882,13.4852,3.82E-03,3.94E-03,7.79E-03,7.80E-03,1.35E+03,1.38E+03,1.96E+03,1.97E+03
189.104,230.906,769.094,301.371,2.60E-01,6.29916,13.491,3.82E-03,3.95E-03,7.76E-03,7.77E-03,1.35E+03,1.38E+03,1.96E+03,1.97E+03
189.933,232.651,767.349,303.303,2.62E-01,6.2699,13.4966,3.83E-03,3.95E-03,7.74E-03,7.74E-03,1.35E+03,1.38E+03,1.95E+03,1.96E+03
190.757,234.399,765.601,305.234,2.63E-01,6.24103,13.5019,3.84E-03,3.96E-03,7.71E-03,7.72E-03,1.35E+03,1.38E+03,1.95E+03,1.96E+03
191.575,236.149,763.851,307.166,2.65E-01,6.21255,13.5069,3.85E-03,3.96E-03,7.68E-03,7.69E-03,1.35E+03,1.38E+03,1.94E+03,1.95E+03
192.388,237.901,762.099,309.098,2.67E-01,6.18444,13.5116,3.85E-03,3.96E-03,7.65E-03,7.66E-03,1.35E+03,1.38E+03,1.94E+03,1.95E+03
193.196,239.656,760.344,311.03,2.68E-01,6.15668,13.5161,3.86E-03,3.97E-03,7.63E-03,7.63E-03,1.35E+03,1.38E+03,1.93E+03,1.94E+03
193.998,241.414,758.586,312.962,2.70E-01,6.12928,13.5203,3.86E-03,3.97E-03,7.60E-03,7.61E-03,1.35E+03,1.37E+03,1.93E+03,1.93E+03
194.794,243.174,756.826,314.894,2.72E-01,6.10223,13.5242,3.87E-03,3.98E-03,7.58E-03,7.58E-03,1.35E+03,1.37E+03,1.92E+03,1.93E+03
195.585,244.936,755.064,316.826,2.73E-01,6.07552,13.5279,3.88E-03,3.98E-03,7.55E-03,7.56E-03,1.35E+03,1.37E+03,1.91E+03,1.92E+03
196.371,246.701,753.299,318.758,2.75E-01,6.04915,13.5313,3.89E-03,3.98E-03,7.52E-03,7.53E-03,1.35E+03,1.37E+03,1.91E+03,1.92E+03
197.151,248.469,751.531,320.689,2.77E-01,6.02309,13.5345,3.89E-03,3.99E-03,7.50E-03,7.51E-03,1.35E+03,1.37E+03,1.90E+03,1.91E+03
197.926,250.238,749.762,322.621,2.78E-01,5.99734,13.5374,3.90E-03,3.99E-03,7.47E-03,7.48E-03,1.35E+03,1.37E+03,1.90E+03,1.91E+03
198.695,252.01,747.99,324.553,2.80E-01,5.9719,13.5402,3.90E-03,4.00E-03,7.45E-03,7.46E-03,1.35E+03,1.37E+03,1.89E+03,1.90E+03
199.459,253.785,746.215,326.485,2.82E-01,5.94676,13.5427,3.91E-03,4.00E-03,7.43E-03,7.43E-03,1.35E+03,1.37E+03,1.89E+03,1.90E+03
200.217,255.562,744.438,328.417,2.83E-01,5.92191,13.545,3.92E-03,4.00E-03,7.40E-03,7.41E-03,1.35E+03,1.37E+03,1.88E+03,1.89E+03
200.97,257.341,742.659,330.349,2.85E-01,5.89735,13.5471,3.92E-03,4.01E-03,7.38E-03,7.38E-03,1.35E+03,1.37E+03,1.88E+03,1.89E+03
201.717,259.122,740.878,332.281,2.87E-01,5.87307,13.5489,3.93E-03,4.01E-03,7.35E-03,7.36E-03,1.35E+03,1.37E+03,1.88E+03,1.88E+03
202.459,260.906,739.094,334.212,2.88E-01,5.84908,13.5506,3.93E-03,4.02E-03,7.33E-03,7.34E-03,1.35E+03,1.37E+03,1.87E+03,1.88E+03
203.195,262.692,737.308,336.144,2.90E-01,5.82537,13.5521,3.94E-03,4.02E-03,7.31E-03,7.31E-03,1.35E+03,1.37E+03,1.87E+03,1.87E+03
203.926,264.48,735.52,338.076,2.92E-01,5.80193,13.5533,3.94E-03,4.02E-03,7.29E-03,7.29E-03,1.35E+03,1.37E+03,1.86E+03,1.87E+03
204.651,266.271,733.729,340.008,2.93E-01,5.77878,13.5544,3.95E-03,4.03E-03,7.26E-03,7.27E-03,1.35E+03,1.36E+03,1.86E+03,1.86E+03
205.371,268.064,731.936,341.94,2.95E-01,5.75588,13.5553,3.95E-03,4.03E-03,7.24E-03,7.25E-03,1.35E+03,1.36E+03,1.85E+03,1.86E+03
206.085,269.859,730.141,343.872,2.97E-01,5.73326,13.556,3.96E-03,4.04E-03,7.22E-03,7.22E-03,1.35E+03,1.36E+03,1.85E+03,1.85E+03
206.794,271.656,728.344,345.804,2.98E-01,5.71089,13.5565,3.96E-03,4.04E-03,7.20E-03,7.20E-03,1.35E+03,1.36E+03,1.84E+03,1.85E+03
207.497,273.456,726.544,347.736,3.00E-01,5.68878,13.5568,3.97E-03,4.05E-03,7.18E-03,7.18E-03,1.35E+03,1.36E+03,1.84E+03,1.84E+03
208.194,275.257,724.743,349.667,3.02E-01,5.66694,13.557,3.97E-03,4.05E-03,7.15E-03,7.16E-03,1.35E+03,1.36E+03,1.83E+03,1.84E+03
208.886,277.061,722.939,351.599,3.03E-01,5.64534,13.557,3.98E-03,4.05E-03,7.13E-03,7.14E-03,1.35E+03,1.36E+03,1.83E+03,1.84E+03
209.573,278.867,721.133,353.531,3.05E-01,5.62399,13.5568,3.98E-03,4.06E-03,7.11E-03,7.12E-03,1.34E+03,1.36E+03,1.83E+03,1.83E+03
210.253,280.675,719.325,355.463,3.07E-01,5.60288,13.5564,3.99E-03,4.06E-03,7.09E-03,7.10E-03,1.34E+03,1.36E+03,1.82E+03,1.83E+03
210.928,282.485,717.515,357.395,3.08E-01,5.58203,13.5559,3.99E-03,4.06E-03,7.07E-03,7.08E-03,1.34E+03,1.36E+03,1.82E+03,1.82E+03
211.598,284.297,715.703,359.327,3.10E-01,5.56143,13.5552,4.00E-03,4.07E-03,7.05E-03,7.06E-03,1.34E+03,1.36E+03,1.81E+03,1.82E+03
212.262,286.111,713.889,361.259,3.12E-01,5.54108,13.5543,4.00E-03,4.07E-03,7.03E-03,7.04E-03,1.34E+03,1.36E+03,1.81E+03,1.81E+03
212.92,287.927,712.073,363.19,3.13E-01,5.52098,13.5533,4.01E-03,4.08E-03,7.01E-03,7.02E-03,1.34E+03,1.36E+03,1.81E+03,1.81E+03
213.573,289.745,710.255,365.122,3.15E-01,5.50111,13.5522,4.01E-03,4.08E-03,6.99E-03,7.00E-03,1.34E+03,1.36E+03,1.80E+03,1.81E+03
214.22,291.566,708.434,367.054,3.17E-01,5.48149,13.5508,4.02E-03,4.08E-03,6.97E-03,6.98E-03,1.34E+03,1.36E+03,1.80E+03,1.80E+03
214.861,293.388,706.612,368.986,3.18E-01,5.46211,13.5494,4.02E-03,4.09E-03,6.95E-03,6.96E-03,1.34E+03,1.36E+03,1.79E+03,1.80E+03
215.497,295.212,704.788,370.918,3.20E-01,5.44296,13.5477,4.02E-03,4.09E-03,6.94E-03,6.94E-03,1.34E+03,1.36E+03,1.79E+03,1.80E+03
216.127,297.038,702.962,372.85,3.22E-01,5.42406,13.546,4.03E-03,4.09E-03,6.92E-03,6.92E-03,1.34E+03,1.36E+03,1.79E+03,1.79E+03
216.752,298.867,701.133,374.782,3.23E-01,5.40539,13.5441,4.03E-03,4.10E-03,6.90E-03,6.90E-03,1.34E+03,1.36E+03,1.78E+03,1.79E+03
217.371,300.697,699.303,376.714,3.25E-01,5.38695,13.542,4.04E-03,4.10E-03,6.88E-03,6.88E-03,1.34E+03,1.36E+03,1.78E+03,1.78E+03
217.984,302.529,697.471,378.645,3.27E-01,5.36875,13.5398,4.04E-03,4.10E-03,6.86E-03,6.87E-03,1.34E+03,1.35E+03,1.77E+03,1.78E+03
218.592,304.362,695.638,380.577,3.28E-01,5.35077,13.5375,4.05E-03,4.11E-03,6.85E-03,6.85E-03,1.34E+03,1.35E+03,1.77E+03,1.78E+03
219.193,306.198,693.802,382.509,3.30E-01,5.33302,13.535,4.05E-03,4.11E-03,6.83E-03,6.83E-03,1.34E+03,1.35E+03,1.77E+03,1.77E+03
219.79,308.036,691.964,384.441,3.32E-01,5.3155,13.5324,4.05E-03,4.11E-03,6.81E-03,6.81E-03,1.34E+03,1.35E+03,1.76E+03,1.77E+03
220.38,309.875,690.125,386.373,3.33E-01,5.29821,13.5296,4.06E-03,4.12E-03,6.79E-03,6.80E-03,1.34E+03,1.35E+03,1.76E+03,1.77E+03
220.965,311.716,688.284,388.305,3.35E-01,5.28114,13.5268,4.06E-03,4.12E-03,6.78E-03,6.78E-03,1.34E+03,1.35E+03,1.76E+03,1.76E+03
221.544,313.559,686.441,390.237,3.37E-01,5.26429,13.5238,4.07E-03,4.12E-03,6.76E-03,6.76E-03,1.34E+03,1.35E+03,1.75E+03,1.76E+03
222.118,315.404,684.596,392.168,3.38E-01,5.24766,13.5207,4.07E-03,4.13E-03,6.74E-03,6.75E-03,1.34E+03,1.35E+03,1.75E+03,1.76E+03
222.685,317.251,682.749,394.1,3.40E-01,5.23124,13.5174,4.07E-03,4.13E-03,6.73E-03,6.73E-03,1.34E+03,1.35E+03,1.75E+03,1.75E+03
223.247,319.099,680.901,396.032,3.42E-01,5.21505,13.5141,4.08E-03,4.14E-03,6.71E-03,6.72E-03,1.34E+03,1.35E+03,1.74E+03,1.75E+03
223.804,320.949,679.051,397.964,3.43E-01,5.19908,13.5106,4.08E-03,4.14E-03,6.70E-03,6.70E-03,1.34E+03,1.35E+03,1.74E+03,1.75E+03
224.354,322.801,677.199,399.896,3.45E-01,5.18332,13.507,4.08E-03,4.14E-03,6.68E-03,6.68E-03,1.34E+03,1.35E+03,1.74E+03,1.74E+03
224.899,324.654,675.346,401.828,3.47E-01,5.16776,13.5033,4.09E-03,4.14E-03,6.67E-03,6.67E-03,1.34E+03,1.35E+03,1.73E+03,1.74E+03
225.438,326.509,673.491,403.76,3.48E-01,5.15242,13.4994,4.09E-03,4.15E-03,6.65E-03,6.65E-03,1.34E+03,1.35E+03,1.73E+03,1.74E+03
225.972,328.366,671.634,405.691,3.50E-01,5.13728,13.4955,4.10E-03,4.15E-03,6.64E-03,6.64E-03,1.34E+03,1.35E+03,1.73E+03,1.73E+03
226.499,330.224,669.776,407.623,3.52E-01,5.12233,13.4915,4.10E-03,4.15E-03,6.62E-03,6.62E-03,1.34E+03,1.35E+03,1.73E+03,1.73E+03
227.021,332.084,667.916,409.555,3.53E-01,5.10759,13.4873,4.10E-03,4.16E-03,6.61E-03,6.61E-03,1.34E+03,1.35E+03,1.72E+03,1.73E+03
227.537,333.946,666.054,411.487,3.55E-01,5.09305,13.4831,4.11E-03,4.16E-03,6.59E-03,6.59E-03,1.34E+03,1.35E+03,1.72E+03,1.72E+03
228.048,335.809,664.191,413.419,3.57E-01,5.07872,13.4787,4.11E-03,4.16E-03,6.58E-03,6.58E-03,1.34E+03,1.35E+03,1.72E+03,1.72E+03
228.552,337.674,662.326,415.351,3.58E-01,5.06459,13.4743,4.11E-03,4.16E-03,6.56E-03,6.57E-03,1.34E+03,1.35E+03,1.71E+03,1.72E+03
229.051,339.54,660.46,417.283,3.60E-01,5.05066,13.4697,4.12E-03,4.17E-03,6.55E-03,6.55E-03,1.34E+03,1.35E+03,1.71E+03,1.71E+03
229.544,341.408,658.592,419.215,3.62E-01,5.03693,13.4651,4.12E-03,4.17E-03,6.54E-03,6.54E-03,1.34E+03,1.35E+03,1.71E+03,1.71E+03
230.031,343.278,656.722,421.146,3.63E-01,5.02341,13.4603,4.12E-03,4.17E-03,6.52E-03,6.53E-03,1.34E+03,1.35E+03,1.71E+03,1.71E+03
230.513,345.149,654.851,423.078,3.65E-01,5.01008,13.4555,4.13E-03,4.17E-03,6.51E-03,6.51E-03,1.34E+03,1.35E+03,1.70E+03,1.71E+03
230.989,347.021,652.979,425.01,3.67E-01,4.99695,13.4505,4.13E-03,4.18E-03,6.50E-03,6.50E-03,1.34E+03,1.35E+03,1.70E+03,1.70E+03
231.459,348.895,651.105,426.942,3.68E-01,4.984,13.4455,4.13E-03,4.18E-03,6.48E-03,6.49E-03,1.34E+03,1.35E+03,1.70E+03,1.70E+03
231.923,350.77,649.23,428.874,3.70E-01,4.97126,13.4404,4.13E-03,4.18E-03,6.47E-03,6.47E-03,1.34E+03,1.35E+03,1.69E+03,1.70E+03
232.381,352.647,647.353,430.806,3.72E-01,4.95871,13.4352,4.14E-03,4.19E-03,6.46E-03,6.46E-03,1.34E+03,1.35E+03,1.69E+03,1.70E+03
232.834,354.525,645.475,432.738,3.73E-01,4.94635,13.4299,4.14E-03,4.19E-03,6.45E-03,6.45E-03,1.34E+03,1.35E+03,1.69E+03,1.69E+03
233.281,356.404,643.596,434.669,3.75E-01,4.93417,13.4245,4.14E-03,4.19E-03,6.43E-03,6.44E-03,1.33E+03,1.35E+03,1.69E+03,1.69E+03
233.722,358.285,641.715,436.601,3.77E-01,4.92218,13.419,4.15E-03,4.19E-03,6.42E-03,6.42E-03,1.33E+03,1.35E+03,1.68E+03,1.69E+03
234.157,360.168,639.832,438.533,3.78E-01,4.91038,13.4135,4.15E-03,4.20E-03,6.41E-03,6.41E-03,1.33E+03,1.35E+03,1.68E+03,1.69E+03
234.586,362.051,637.949,440.465,3.80E-01,4.89877,13.4079,4.15E-03,4.20E-03,6.40E-03,6.40E-03,1.33E+03,1.34E+03,1.68E+03,1.68E+03
235.009,363.936,636.064,442.397,3.82E-01,4.88734,13.4022,4.15E-03,4.20E-03,6.39E-03,6.39E-03,1.33E+03,1.34E+03,1.68E+03,1.68E+03
235.427,365.822,634.178,444.329,3.83E-01,4.87611,13.3964,4.16E-03,4.20E-03,6.38E-03,6.38E-03,1.33E+03,1.34E+03,1.68E+03,1.68E+03
235.839,367.71,632.29,446.261,3.85E-01,4.86506,13.3905,4.16E-03,4.20E-03,6.37E-03,6.37E-03,1.33E+03,1.34E+03,1.67E+03,1.68E+03
236.245,369.598,630.402,448.193,3.87E-01,4.85419,13.3846,4.16E-03,4.21E-03,6.35E-03,6.36E-03,1.33E+03,1.34E+03,1.67E+03,1.67E+03
236.645,371.488,628.512,450.124,3.88E-01,4.8435,13.3786,4.16E-03,4.21E-03,6.34E-03,6.35E-03,1.33E+03,1.34E+03,1.67E+03,1.67E+03
237.039,373.379,626.621,452.056,3.90E-01,4.83301,13.3725,4.17E-03,4.21E-03,6.33E-03,6.34E-03,1.33E+03,1.34E+03,1.67E+03,1.67E+03
237.428,375.272,624.728,453.988,3.92E-01,4.82268,13.3664,4.17E-03,4.21E-03,6.32E-03,6.32E-03,1.33E+03,1.34E+03,1.66E+03,1.67E+03
237.81,377.165,622.835,455.92,3.93E-01,4.81254,13.3602,4.17E-03,4.22E-03,6.31E-03,6.31E-03,1.33E+03,1.34E+03,1.66E+03,1.67E+03
238.187,379.06,620.94,457.852,3.95E-01,4.80257,13.3539,4.18E-03,4.22E-03,6.30E-03,6.30E-03,1.33E+03,1.34E+03,1.66E+03,1.66E+03
238.558,380.956,619.044,459.784,3.97E-01,4.79276,13.3475,4.18E-03,4.22E-03,6.29E-03,6.29E-03,1.33E+03,1.34E+03,1.66E+03,1.66E+03
238.923,382.853,617.147,461.716,3.98E-01,4.78314,13.3411,4.18E-03,4.22E-03,6.28E-03,6.29E-03,1.33E+03,1.34E+03,1.66E+03,1.66E+03
239.282,384.751,615.249,463.647,4.00E-01,4.77368,13.3347,4.18E-03,4.22E-03,6.27E-03,6.28E-03,1.33E+03,1.34E+03,1.65E+03,1.66E+03
239.636,386.651,613.349,465.579,4.02E-01,4.7644,13.3281,4.18E-03,4.23E-03,6.27E-03,6.27E-03,1.33E+03,1.34E+03,1.65E+03,1.66E+03
239.983,388.551,611.449,467.511,4.03E-01,4.7553,13.3215,4.19E-03,4.23E-03,6.26E-03,6.26E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
240.325,390.453,609.547,469.443,4.05E-01,4.74636,13.3149,4.19E-03,4.23E-03,6.25E-03,6.25E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
240.66,392.355,607.645,471.375,4.07E-01,4.7376,13.3082,4.19E-03,4.23E-03,6.24E-03,6.24E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
240.99,394.258,605.742,473.307,4.08E-01,4.729,13.3014,4.19E-03,4.23E-03,6.23E-03,6.23E-03,1.33E+03,1.34E+03,1.65E+03,1.65E+03
241.314,396.163,603.837,475.239,4.10E-01,4.72057,13.2946,4.20E-03,4.24E-03,6.22E-03,6.22E-03,1.33E+03,1.34E+03,1.64E+03,1.65E+03
241.632,398.069,601.931,477.17,4.12E-01,4.7123,13.2877,4.20E-03,4.24E-03,6.21E-03,6.21E-03,1.33E+03,1.34E+03,1.64E+03,1.65E+03
241.944,399.975,600.025,479.102,4.13E-01,4.70421,13.2808,4.20E-03,4.24E-03,6.21E-03,6.21E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
242.25,401.882,598.118,481.034,4.15E-01,4.69628,13.2738,4.20E-03,4.24E-03,6.20E-03,6.20E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
242.551,403.791,596.209,482.966,4.17E-01,4.68852,13.2667,4.20E-03,4.24E-03,6.19E-03,6.19E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
242.845,405.7,594.3,484.898,4.18E-01,4.68091,13.2597,4.21E-03,4.24E-03,6.18E-03,6.18E-03,1.33E+03,1.34E+03,1.64E+03,1.64E+03
243.134,407.61,592.39,486.83,4.20E-01,4.67348,13.2525,4.21E-03,4.25E-03,6.17E-03,6.18E-03,1.33E+03,1.34E+03,1.63E+03,1.64E+03
243.416,409.521,590.479,488.762,4.22E-01,4.6662,13.2453,4.21E-03,4.25E-03,6.17E-03,6.17E-03,1.33E+03,1.34E+03,1.63E+03,1.64E+03
243.693,411.433,588.567,490.694,4.23E-01,4.65909,13.2381,4.21E-03,4.25E-03,6.16E-03,6.16E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
243.964,413.346,586.654,492.625,4.25E-01,4.65215,13.2309,4.21E-03,4.25E-03,6.15E-03,6.15E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
244.229,415.26,584.74,494.557,4.27E-01,4.64536,13.2235,4.21E-03,4.25E-03,6.15E-03,6.15E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
244.488,417.174,582.826,496.489,4.28E-01,4.63874,13.2162,4.22E-03,4.25E-03,6.14E-03,6.14E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
244.741,419.089,580.911,498.421,4.30E-01,4.63227,13.2088,4.22E-03,4.25E-03,6.13E-03,6.13E-03,1.33E+03,1.34E+03,1.63E+03,1.63E+03
244.988,421.005,578.995,500.353,4.32E-01,4.62597,13.2013,4.22E-03,4.26E-03,6.13E-03,6.13E-03,1.33E+03,1.34E+03,1.62E+03,1.63E+03
245.229,422.922,577.078,502.285,4.33E-01,4.61982,13.1939,4.22E-03,4.26E-03,6.12E-03,6.12E-03,1.33E+03,1.34E+03,1.62E+03,1.63E+03
245.464,424.84,575.16,504.217,4.35E-01,4.61382,13.1864,4.22E-03,4.26E-03,6.11E-03,6.12E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
245.694,426.758,573.242,506.148,4.37E-01,4.60798,13.1788,4.22E-03,4.26E-03,6.11E-03,6.11E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
245.917,428.677,571.323,508.08,4.38E-01,4.6023,13.1712,4.22E-03,4.26E-03,6.10E-03,6.10E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
246.135,430.596,569.404,510.012,4.40E-01,4.59678,13.1636,4.23E-03,4.26E-03,6.10E-03,6.10E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
246.346,432.517,567.483,511.944,4.42E-01,4.59142,13.1559,4.23E-03,4.26E-03,6.09E-03,6.09E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
246.552,434.437,565.563,513.876,4.43E-01,4.58621,13.1482,4.23E-03,4.26E-03,6.09E-03,6.09E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
246.751,436.359,563.641,515.808,4.45E-01,4.58117,13.1405,4.23E-03,4.27E-03,6.08E-03,6.08E-03,1.33E+03,1.34E+03,1.62E+03,1.62E+03
246.945,438.281,561.719,517.74,4.47E-01,4.57628,13.1328,4.23E-03,4.27E-03,6.08E-03,6.08E-03,1.33E+03,1.34E+03,1.61E+03,1.62E+03
247.133,440.204,559.796,519.672,4.48E-01,4.57155,13.125,4.23E-03,4.27E-03,6.07E-03,6.07E-03,1.33E+03,1.34E+03,1.61E+03,1.62E+03
247.315,442.127,557.873,521.603,4.50E-01,4.56698,13.1172,4.23E-03,4.27E-03,6.07E-03,6.07E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
247.491,444.051,555.949,523.535,4.52E-01,4.56257,13.1093,4.23E-03,4.27E-03,6.06E-03,6.06E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
247.661,445.975,554.025,525.467,4.53E-01,4.55831,13.1014,4.24E-03,4.27E-03,6.06E-03,6.06E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
247.825,447.9,552.1,527.399,4.55E-01,4.5542,13.0935,4.24E-03,4.27E-03,6.05E-03,6.05E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
247.983,449.826,550.174,529.331,4.57E-01,4.55024,13.0856,4.24E-03,4.27E-03,6.05E-03,6.05E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
248.135,451.751,548.249,531.263,4.58E-01,4.54643,13.0777,4.24E-03,4.27E-03,6.05E-03,6.05E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
248.281,453.678,546.322,533.195,4.60E-01,4.54277,13.0697,4.24E-03,4.27E-03,6.04E-03,6.04E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
248.421,455.605,544.395,535.126,4.62E-01,4.53927,13.0617,4.24E-03,4.27E-03,6.04E-03,6.04E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
248.555,457.532,542.468,537.058,4.63E-01,4.53591,13.0537,4.24E-03,4.27E-03,6.04E-03,6.04E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
248.684,459.459,540.541,538.99,4.65E-01,4.5327,13.0457,4.24E-03,4.28E-03,6.03E-03,6.03E-03,1.33E+03,1.34E+03,1.61E+03,1.61E+03
248.806,461.387,538.613,540.922,4.67E-01,4.52965,13.0376,4.24E-03,4.28E-03,6.03E-03,6.03E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
248.922,463.316,536.684,542.854,4.68E-01,4.52675,13.0296,4.24E-03,4.28E-03,6.03E-03,6.03E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
249.033,465.244,534.756,544.786,4.70E-01,4.52401,13.0215,4.24E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
249.137,467.173,532.827,546.718,4.72E-01,4.52141,13.0134,4.24E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.61E+03
249.236,469.103,530.897,548.65,4.73E-01,4.51896,13.0052,4.25E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.328,471.032,528.968,550.581,4.75E-01,4.51667,12.9971,4.25E-03,4.28E-03,6.02E-03,6.02E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.415,472.962,527.038,552.513,4.77E-01,4.51451,12.989,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.495,474.893,525.107,554.445,4.78E-01,4.5125,12.9808,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.57,476.823,523.177,556.377,4.80E-01,4.51064,12.9726,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.639,478.754,521.246,558.309,4.82E-01,4.50893,12.9645,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.701,480.684,519.316,560.241,4.83E-01,4.50736,12.9563,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.758,482.615,517.385,562.173,4.85E-01,4.50594,12.9481,4.25E-03,4.28E-03,6.01E-03,6.01E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.809,484.547,515.453,564.104,4.87E-01,4.50466,12.9398,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.854,486.478,513.522,566.036,4.88E-01,4.50354,12.9316,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.893,488.409,511.591,567.968,4.90E-01,4.50257,12.9234,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.925,490.341,509.659,569.9,4.92E-01,4.50175,12.9152,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.952,492.273,507.727,571.832,4.93E-01,4.50108,12.9069,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.973,494.204,505.796,573.764,4.95E-01,4.50055,12.8987,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.988,496.136,503.864,575.696,4.97E-01,4.50018,12.8905,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
249.997,498.068,501.932,577.628,4.98E-01,4.49996,12.8822,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250,500,500,579.56,5.00E-01,4.49988,12.874,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.003,501.932,498.068,581.491,5.02E-01,4.49996,12.8657,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.012,503.864,496.136,583.423,5.03E-01,4.50018,12.8575,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.027,505.796,494.204,585.355,5.05E-01,4.50055,12.8493,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.048,507.727,492.273,587.287,5.07E-01,4.50108,12.841,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.075,509.659,490.341,589.219,5.08E-01,4.50175,12.8328,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
250.107,511.591,488.409,591.151,5.10E-01,4.50257,12.8246,4.25E-03,4.28E-03,6.00E-03,6.00E-03,1.33E+03,1.34E+03,1.60E+03,1.60E+03
